Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,8312.97,6842130000.0,1.40665635788e+11,,,
Ethereum,ETH,611.674,1771510000.0,60073374945.5,,,
Ripple,XRP,0.699217,891538000.0,27333592747.2,,,
Bitcoin Cash,BCH,944.506,375167000.0,16075291412.5,,,
Litecoin,LTC,164.83,566209000.0,9171834494.14,,,
Cardano,ADA,0.185111,204021000.0,4799385954.36,,,
NEO,NEO,69.6909,173839000.0,4529908500.0,,,
Stellar,XLM,0.239968,54420800.0,4439092377.62,,,
EOS,EOS,5.17469,293689000.0,3780461029.23,,,
Monero,XMR,214.539,76238200.0,3395741068.59,,,
NEM,XEM,0.37296,95881100.0,3356639999.63,,,
Dash,DASH,417.974,93767000.0,3322189064.75,,,
IOTA,MIOTA,1.09412,43335900.0,3041139673.24,,,
Tether,USDT,0.998411,2263300000.0,2213617776.77,,,
TRON,TRX,0.0300657,170074000.0,1976765430.51,,,
VeChain,VEN,3.80226,82587100.0,1880227920.98,,,
Ethereum Classic,ETC,18.1599,363055000.0,1825617997.62,,,
Lisk,LSK,13.6322,35139300.0,1402158442.19,,,
Nano,NANO,8.78324,27433100.0,1170351703.79,,,
Qtum,QTUM,15.6444,133236000.0,1156926971.76,,,
OmiseGO,OMG,11.2746,44696200.0,1150488954.11,,,
Bitcoin Gold,BTG,66.1656,31294800.0,1117082829.21,,,
Binance Coin,BNB,9.05168,104181000.0,896243043.52,,,
ICON,ICX,2.26917,31330800.0,876223008.493,,,
Zcash,ZEC,243.119,45621100.0,847961084.656,,,
DigixDAO,DGD,362.124,93170900.0,724248000.0,,,
Populous,PPT,16.0694,1539150.0,594632509.777,,,
Steem,STEEM,2.11362,4828140.0,534829974.484,,,
Waves,WAVES,5.20341,24053200.0,520341000.0,,,
Bytecoin,BCN,0.00265886,3222490.0,488656069.27,,,
Stratis,STRAT,4.76827,7084200.0,471001290.819,,,
