Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,8583.4,6682230000.0,1.4530752026e+11,,,
Ethereum,ETH,554.247,2032310000.0,54478655223.6,,,
Ripple,XRP,0.734299,1066930000.0,28706754746.9,,,
Bitcoin Cash,BCH,991.605,423461000.0,16884194680.7,,,
Litecoin,LTC,160.008,502324000.0,8912921850.76,,,
Cardano,ADA,0.190605,309955000.0,4941829279.9,,,
NEO,NEO,71.7532,271111000.0,4663958000.0,,,
Stellar,XLM,0.247688,92828800.0,4581902149.44,,,
EOS,EOS,6.03293,613437000.0,4452782443.35,,,
IOTA,MIOTA,1.32214,55726300.0,3674928168.37,,,
Monero,XMR,215.79,67176000.0,3418654639.29,,,
Dash,DASH,408.05,113616000.0,3246512227.46,,,
NEM,XEM,0.29192,114171000.0,2627279999.71,,,
Tether,USDT,0.999016,2618240000.0,2214959146.96,,,
TRON,TRX,0.0323523,183321000.0,2127105247.42,,,
Ethereum Classic,ETC,19.3986,310529000.0,1951887578.17,,,
VeChain,VEN,3.75763,78933100.0,1923545067.06,,,
Qtum,QTUM,20.2575,440661000.0,1498264552.35,,,
Lisk,LSK,12.773,25413200.0,1315547546.58,,,
OmiseGO,OMG,11.3602,41484000.0,1159223796.54,,,
Bitcoin Gold,BTG,67.5568,41495400.0,1141068035.08,,,
Nano,NANO,8.15742,44318100.0,1086962259.43,,,
ICON,ICX,2.30856,39068400.0,892356586.12,,,
Zcash,ZEC,250.974,57940700.0,882517130.662,,,
Binance Coin,BNB,8.86205,97339700.0,877467018.7,,,
DigixDAO,DGD,347.234,25526600.0,694468000.0,,,
Populous,PPT,15.31,2730680.0,566531651.753,,,
Steem,STEEM,2.04736,3749120.0,521122287.988,,,
Bytecoin,BCN,0.00261111,2892240.0,479899691.077,,,
Waves,WAVES,4.78915,19327200.0,478915000.0,,,
Stratis,STRAT,4.80802,9256120.0,474952453.274,,,
Verge,XVG,0.0312398,9011790.0,460164906.006,,,
Maker,MKR,692.282,461637.0,427987957.144,,,
Status,SNT,0.117538,154721000.0,407913723.474,,,
RChain,RHOC,1.09842,608286.0,394844277.034,,,
Dogecoin,DOGE,0.00343904,8253430.0,390867808.52,,,
Siacoin,SC,0.0117075,4830130.0,388989898.017,,,
BitShares,BTS,0.148453,8964250.0,387656803.43,,,
Aeternity,AE,1.58662,3767400.0,369714941.466,,,
Decred,DCR,52.9966,511167.0,369195557.318,,,
Augur,REP,33.1725,6756360.0,364897500.0,,,
Bytom,BTM,0.34553,16528400.0,341038110.0,,,
Waltonchain,WTC,12.6218,5404310.0,314259823.08,,,
Zilliqa,ZIL,0.0468981,18863900.0,309777284.567,,,
Ontology,ONT,1.24198,28927700.0,299610847.413,,,
Komodo,KMD,2.81488,3048610.0,292820845.83,,,
Ardor,ARDR,0.290871,3353300.0,290579982.11,,,
Aion,AION,2.7221,12836600.0,288485429.727,,,
Ark,ARK,2.74084,3363640.0,277768006.897,,,
Cryptonex,CNX,5.75694,193583.0,260053992.423,,,
KuCoin Shares,KCS,2.69513,974685.0,245372925.42,,,
Hshare,HSR,5.72833,17586100.0,244934429.773,,,
MonaCoin,MONA,4.15817,3562880.0,241930854.406,,,
0x,ZRX,0.462998,3899900.0,240150480.138,,,
Electroneum,ETN,0.0350352,1599400.0,226728363.085,,,
Factom,FCT,25.4267,1439440.0,222359085.023,,,
DigiByte,DGB,0.0222297,1669030.0,222213435.442,,,
Veritaseum,VERI,107.327,423770.0,218587045.139,,,
Dragonchain,DRGN,0.915795,2553050.0,218345620.542,,,
PIVX,PIVX,3.76657,2196370.0,210207327.137,,,
Gas,GAS,20.8423,5052080.0,207086274.358,,,
Golem,GNT,0.247825,6482100.0,206750980.15,,,
Basic Attenti...,BAT,0.204137,4379400.0,204137000.0,,,
Revain,R,1.09484,8970670.0,201943238.0,,,
Syscoin,SYS,0.379268,1328000.0,201659411.033,,,
QASH,QASH,0.530827,3555950.0,185789450.0,,,
Ethos,ETHOS,2.40805,3721660.0,182951989.669,,,
Loopring,LRC,0.315006,1930270.0,180206756.087,,,
FunFair,FUN,0.0387352,1755650.0,178378489.08,,,
Nebulas,NAS,5.01014,7204520.0,177859970.0,,,
ZCoin,XZC,38.4011,1324520.0,166808167.289,,,
GXChain,GXS,2.70157,3214730.0,162094200.0,,,
ReddCoin,RDD,0.0054529,6837600.0,156902572.222,,,
IOStoken,IOST,0.0183914,18594800.0,154487760.0,,,
Kyber Network,KNC,1.13564,5502920.0,152326455.942,,,
aelf,ELF,0.604105,25027200.0,151026250.0,,,
Emercoin,EMC,3.52428,896539.0,146244215.296,,,
Nxt,NXT,0.136077,2381210.0,135940915.041,,,
MaidSafeCoin,MAID,0.299671,1130680.0,135616833.856,,,
SALT,SALT,2.4284,5345780.0,135442863.0,,,
ChainLink,LINK,0.383285,8975490.0,134149750.0,,,
Kin,KIN,0.000176695,428320.0,133598658.537,,,
Power Ledger,POWR,0.365537,6642440.0,133030957.618,,,
