Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,7037.68,7222070000.0,1.19270814368e+11,,,
Ethereum,ETH,390.577,2238190000.0,38473005962.1,,,
Ripple,XRP,0.506334,561696000.0,19794885005.1,,,
Bitcoin Cash,BCH,738.127,524513000.0,12581789911.4,,,
Litecoin,LTC,118.857,562912000.0,6638599606.32,,,
EOS,EOS,6.04968,716307000.0,4598143134.26,,,
Cardano,ADA,0.14425,132060000.0,3739979925.11,,,
Stellar,XLM,0.187176,51723000.0,3472225987.89,,,
NEO,NEO,51.2504,134474000.0,3331276000.0,,,
IOTA,MIOTA,1.10922,40606700.0,3083110580.51,,,
TRON,TRX,0.0434835,530941000.0,2858961527.51,,,
Monero,XMR,175.662,52627100.0,2789348905.51,,,
Dash,DASH,320.392,106226000.0,2555255470.17,,,
Tether,USDT,1.00308,2837900000.0,2294185207.23,,,
NEM,XEM,0.221848,33272600.0,1996631999.78,,,
Ethereum Classic,ETC,14.5699,187079000.0,1469280861.67,,,
VeChain,VEN,2.44169,53360400.0,1277664359.7,,,
Qtum,QTUM,14.3577,126570000.0,1270451077.46,,,
Binance Coin,BNB,10.3625,84890900.0,1026032575.0,,,
ICON,ICX,2.33427,100934000.0,903461716.217,,,
OmiseGO,OMG,8.36085,37083100.0,853162468.909,,,
Lisk,LSK,7.66511,35414300.0,791913709.427,,,
Bitcoin Gold,BTG,45.4296,17909300.0,768286591.389,,,
Nano,NANO,5.30136,15149500.0,706397150.53,,,
Zcash,ZEC,190.186,53222600.0,682811720.513,,,
Ontology,ONT,2.24634,61039400.0,541899089.339,,,
Verge,XVG,0.0363652,37038700.0,537190739.045,,,
DigixDAO,DGD,240.509,15913300.0,481018000.0,,,
Bytom,BTM,0.481208,30215700.0,474952296.0,,,
Populous,PPT,12.2189,1813860.0,452148504.22,,,
Steem,STEEM,1.57463,2073770.0,402577382.949,,,
Bytecoin,BCN,0.00218093,1447070.0,400876964.367,,,
Stratis,STRAT,3.83805,7735210.0,379186586.949,,,
Siacoin,SC,0.0109184,5212080.0,365219365.603,,,
Waves,WAVES,3.64302,19535900.0,364302000.0,,,
RChain,RHOC,1.0055,513895.0,361560384.745,,,
Aeternity,AE,1.48409,3187470.0,345823352.46,,,
Bitcoin Diamond,BCD,2.22057,2612660.0,339358332.679,,,
BitShares,BTS,0.129295,12046500.0,337754742.6,,,
Dogecoin,DOGE,0.00278782,7071040.0,317278861.571,,,
Maker,MKR,510.203,1931650.0,315421662.991,,,
Status,SNT,0.0877229,26574600.0,304440902.286,,,
Augur,REP,26.9895,4136870.0,296884500.0,,,
Zilliqa,ZIL,0.0441262,15642500.0,292051552.159,,,
Decred,DCR,40.0569,578420.0,281616077.185,,,
0x,ZRX,0.511383,7934360.0,266605550.077,,,
Waltonchain,WTC,10.6825,3972830.0,265974786.485,,,
Veritaseum,VERI,125.124,405946.0,254833224.035,,,
Komodo,KMD,2.38027,1393990.0,247636446.657,,,
Hshare,HSR,5.61759,17545200.0,240432681.95,,,
Aion,AION,1.99898,9150680.0,230522115.642,,,
Ardor,ARDR,0.226408,1838650.0,226181477.664,,,
Loopring,LRC,0.395107,3202350.0,226030459.03,,,
KuCoin Shares,KCS,2.30024,484287.0,209420925.138,,,
QASH,QASH,0.596529,4168200.0,208785150.0,,,
IOStoken,IOST,0.0247203,58373600.0,207650520.0,,,
Cryptonex,CNX,4.58515,1154890.0,207193234.524,,,
Ark,ARK,2.01884,1290950.0,205044413.266,,,
Nebulas,NAS,5.63449,13791500.0,200024395.0,,,
PIVX,PIVX,3.58095,4354460.0,200009084.485,,,
MonaCoin,MONA,3.26626,2329240.0,190808376.332,,,
Basic Attenti...,BAT,0.185396,5203470.0,185396000.0,,,
DigiByte,DGB,0.0175182,1579960.0,175951130.759,,,
Golem,GNT,0.208658,6376790.0,174075440.396,,,
Factom,FCT,18.7004,1991130.0,163536905.441,,,
Ethos,ETHOS,2.09749,6113680.0,159583504.374,,,
GXChain,GXS,2.65941,1799280.0,159564600.0,,,
Storm,STORM,0.0388802,326292000.0,158975423.853,,,
Gas,GAS,15.8598,4523670.0,158439117.387,,,
XPA,XPA,0.156773,204968.0,156773000.0,,,
Syscoin,SYS,0.291386,7288540.0,155000361.003,,,
Dragonchain,DRGN,0.645859,1730400.0,153986955.746,,,
Revain,R,0.814915,4105000.0,150311071.75,,,
FunFair,FUN,0.0314205,1472310.0,144693749.255,,,
Kin,KIN,0.000181029,637276.0,136875585.366,,,
Kyber Network,KNC,1.00828,5034850.0,135243315.661,,,
Electroneum,ETN,0.0205207,2121200.0,134759666.908,,,
aelf,ELF,0.530507,22283200.0,132626750.0,,,
ZCoin,XZC,28.4805,1076520.0,125839909.235,,,
Substratum,SUB,0.338832,4281220.0,119580928.258,,,
Request Network,REQ,0.180358,4045650.0,119570410.855,,,
SALT,SALT,2.09009,6818980.0,116577091.635,,,
ReddCoin,RDD,0.00402868,2770840.0,116047174.146,,,
Nucleus Vision,NCASH,0.0289022,15419200.0,115161319.839,,,
Enigma,ENG,1.532,10423200.0,114649014.11,,,
Nxt,NXT,0.113718,2733910.0,113604275.348,,,
Byteball Bytes,GBYTE,165.487,170916.0,106775861.875,,,
Emercoin,EMC,2.52799,671283.0,104987290.859,,,
MaidSafeCoin,MAID,0.230507,805229.0,104316498.833,,,
Power Ledger,POWR,0.282548,7087760.0,102828526.286,,,
ChainLink,LINK,0.293777,8564620.0,102821950.0,,,
Neblio,NEBL,7.91019,10772300.0,102450667.838,,,
Mithril,MITH,0.341379,39250500.0,102437139.765,,,
Dent,DENT,0.00902475,1376350.0,95795563.9845,,,
TenX,PAY,0.91309,5102710.0,95565195.5479,,,
Bancor,BNT,2.22916,6552170.0,95078302.2629,,,
Dentacoin,DCN,0.000286409,198698.0,93147829.0296,,,
Credits,CS,0.666428,2623800.0,90976091.8276,,,
Achain,ACT,0.193192,4196940.0,89666790.973,,,
Nuls,NULS,2.24166,11609100.0,89666400.0,,,
Cindicator,CND,0.0611898,1123000.0,88479018.3668,,,
Storj,STORJ,0.65473,5722990.0,87357672.7632,,,
Skycoin,SKY,11.13,1008240.0,86436359.1,,,
Genaro Network,GNX,0.350854,4323180.0,83629474.4623,,,
Metal,MTL,3.70215,11880600.0,82715153.6892,,,
POA Network,POA,0.395562,4859160.0,80602044.5453,,,
MinexCoin,MNX,22.5305,185460.0,80007249.8455,,,
Nexus,NXS,1.41223,685870.0,79686919.5969,,,
Particl,PART,8.85902,266368.0,78996367.8829,,,
Genesis Vision,GVT,21.0187,10552700.0,78332089.7022,,,
Polymath,POLY,0.325378,736656.0,78090638.6555,,,
Iconomi,ICN,0.782078,747505.0,78001086.526,,,
Enjin Coin,ENJ,0.10256,7671920.0,77555106.3962,,,
Pillar,PLR,0.332649,87495.2,75639326.3352,,,
Matrix AI Net...,MAN,0.502315,1161600.0,75347250.0,,,
Decentraland,MANA,0.0694898,5832380.0,72974123.4617,,,
Bitcore,BTX,5.61213,1871170.0,72746531.252,,,
Raiden Networ...,RDN,1.44497,8773920.0,72492607.4519,,,
Cube,AUTO,0.0114839,6252360.0,72060783.466,,,
WAX,WAX,0.14609,3722280.0,72015728.3616,,,
Dynamic Tradi...,DTR,0.0604899,27822.8,71936340.4441,,,
Civic,CVC,0.207717,5536670.0,71184608.8376,,,
Aragon,ANT,2.66957,481976.0,70359757.7928,,,
Vertcoin,VTC,1.60282,915844.0,69811386.087,,,
Theta Token,THETA,0.11756,9246880.0,69135123.5339,,,
Blocknet,BLOCK,13.2323,70358.4,67170072.7859,,,
GameCredits,GAME,1.04252,349954.0,67091741.567,,,
iExec RLC,RLC,0.829572,522445.0,66424488.0887,,,
Quantstamp,QSP,0.107554,4627570.0,66394608.3282,,,
BitcoinDark,BTCD,51.4897,144838.0,66363127.1995,,,
Oyster,PRL,0.929306,913394.0,66228782.1383,,,
Santiment Net...,SAN,1.01108,2574020.0,63354647.8672,,,
Time New Bank,TNB,0.0279277,3752120.0,63161822.0352,,,
SingularityNET,AGI,0.120539,384051.0,62886406.4616,,,
Gnosis,GNO,55.8176,573476.0,61655562.784,,,
Po.et,POE,0.0272593,3023580.0,60973983.0252,,,
Monaco,MCO,4.61337,6969260.0,60922052.2882,,,
CyberMiles,CMT,0.0984589,32442000.0,59090091.8265,,,
SmartCash,SMART,0.0695434,130234.0,58298753.5306,,,
Ignis,IGNIS,0.0747239,1076790.0,56875644.4054,,,
SIRIN LABS Token,SRN,0.247233,9166590.0,56680150.2838,,,
DEW,DEW,0.545288,63802.5,56298015.7955,,,
ZenCash,ZEN,15.9656,748269.0,56263173.54,,,
THEKEY,TKY,0.0153729,818395.0,55876324.0536,,,
Arcblock,ABT,0.592512,36658100.0,55151450.8963,,,
Fusion,FSN,1.96473,596308.0,54321247.986,,,
NavCoin,NAV,0.848449,649390.0,53139500.9029,,,
Pura,PURA,0.306234,84431.3,53058024.5053,,,
Ubiq,UBQ,1.31682,600427.0,52925305.1042,,,
Bluzelle,BLZ,0.310292,6906750.0,51198180.0,,,
PayPie,PPP,0.619705,43382.2,51125662.5,,,
Gifto,GTO,0.189369,3109390.0,51095664.6651,,,
Bibox Token,BIX,0.464535,895643.0,49202648.8119,,,
ETHLend,LEND,0.0452934,1447030.0,49194651.1613,,,
Asch,XAS,0.505625,807207.0,47202789.2369,,,
Eidoo,EDO,1.60574,6658870.0,46986298.8319,,,
High Performa...,HPB,2.10868,2542900.0,46847700.088,,,
Envion,EVN,0.429944,171280.0,46213516.0579,,,
Telcoin,TEL,0.00162222,857204.0,45889959.7287,,,
DigitalNote,XDN,0.00659201,1894360.0,45472044.2153,,,
BOScoin,BOS,0.104346,312470.0,45298789.8159,,,
Ruff,RUFF,0.0543415,7129840.0,45201259.7,,,
MediBloc,MED,0.0152239,674788.0,45159934.9,,,
XTRABYTES,XBY,0.104195,137810.0,44803850.0,,,
SmartMesh,SMT,0.0314233,5057040.0,44423643.7859,,,
BLOCKv,VEE,0.0289163,578478.0,44283402.6986,,,
BridgeCoin,BCO,1.62965,46082.1,44000550.0,,,
AdEx,ADX,0.596959,6714010.0,43835117.8383,,,
Experience Po...,XP,0.000195933,104329.0,43442596.8957,,,
Quantum Resis...,QRL,0.826899,1603210.0,42998748.0,,,
Scry.info,DDD,0.141754,222844.0,42534274.3078,,,
MediShares,MDS,0.0876087,8357690.0,42359845.2279,,,
Edgeless,EDG,0.511145,1096660.0,41937554.4801,,,
CRYPTO20,C20,1.05135,1215790.0,41592883.0739,,,
SophiaTX,SPHTX,0.215512,327148.0,41329551.0848,,,
ION,ION,2.0024,365313.0,40920621.6813,,,
IoT Chain,ITC,0.841349,7012240.0,40891975.2976,,,
SaluS,SLS,40.2097,897575.0,40623995.6034,,,
Ripio Credit ...,RCN,0.0821834,5433880.0,40190397.9199,,,
WePower,WPR,0.0998148,19883700.0,40169934.7805,,,
Red Pulse,RPX,0.0732747,2008010.0,39813698.3329,,,
DATA,DTA,0.00922532,8110300.0,39247618.1224,,,
Feathercoin,FTC,0.197665,108342.0,38780220.5206,,,
OST,OST,0.134316,2342710.0,38752281.8773,,,
Peercoin,PPC,1.56084,314259.0,38524180.5955,,,
UTRUST,UTK,0.132164,2166150.0,37864431.3181,,,
Loom Network,LOOM,0.0976432,422608.0,37473202.1579,,,
Ambrosus,AMB,0.256883,800862.0,37142963.4309,,,
SONM,SNM,0.102649,663293.0,36912580.4,,,
Streamr DATAcoin,DATA,0.0543936,178586.0,36832871.7727,,,
BitBay,BAY,0.0363513,243202.0,36717607.9128,,,
QLINK,QLC,0.151744,35622300.0,36418560.0,,,
Modum,MOD,1.9892,545466.0,36335125.04,,,
Jibrel Network,JNT,0.240909,468775.0,36136350.0,,,
DeepBrain Chain,DBC,0.0401419,3665700.0,36127710.0,,,
AppCoins,APPC,0.356899,2691480.0,35709283.8432,,,
AirSwap,AST,0.23006,3209690.0,34509000.0,,,
Gulden,NLG,0.0858672,170933.0,33892290.4565,,,
NAGA,NGC,0.585961,118129.0,33793740.8468,,,
VIBE,VIBE,0.168823,887119.0,33750065.4472,,,
Einsteinium,EMC2,0.155528,1435200.0,33703533.1798,,,
Wings,WINGS,0.37063,1775930.0,33248599.4598,,,
SpankChain,SPANK,0.110615,153786.0,33189299.1424,,,
TaaS,TAAS,4.05278,218367.0,33013949.0387,,,
Trinity Netwo...,TNC,0.098884,514656.0,32961333.3004,,,
CasinoCoin,CSC,0.00090951,17347.6,32717881.0034,,,
SingularDTV,SNGLS,0.0538483,975609.0,32308980.0,,,
Delphy,DPY,0.859879,1413110.0,32209637.7726,,,
Tierion,TNT,0.0732374,5129320.0,31380854.1268,,,
Melon,MLN,52.1593,255877.0,31264284.42,,,
Rock,RKT,0.11619,151915.0,31030720.6167,,,
Bread,BRD,0.414297,391721.0,30818890.8276,,,
Ink,INK,0.0662151,2977080.0,30717881.9311,,,
district0x,DNT,0.0509661,1714130.0,30579660.0,,,
Crypterium,CRPT,0.390578,269172.0,30457888.3774,,,
INS Ecosystem,INS,1.07165,7673500.0,30014750.4457,,,
Bottos,BTO,0.0843988,284313.0,29996983.2009,,,
WaBi,WABI,0.642007,810047.0,29049553.8009,,,
Etherparty,FUEL,0.059306,647632.0,28794204.792,,,
Wagerr,WGR,0.156737,15337.8,28682871.0,,,
MobileGo,MGO,0.290689,160935.0,28495916.2263,,,
Viacoin,VIA,1.22894,367810.0,28274354.307,,,
Paypex,PAYX,0.41259,29948.1,28232980.1239,,,
OriginTrail,TRAC,0.110897,327449.0,28224129.9381,,,
Soarcoin,SOAR,0.0260981,19581.1,28211096.7306,,,
indaHash,IDH,0.070236,165562.0,28089923.0548,,,
Counterparty,XCP,10.6366,204142.0,27835104.476,,,
HTMLCOIN,HTML,0.000422383,307624.0,27784170.7935,,,
Unobtanium,UNO,139.416,47507.3,27663072.1069,,,
Synereo,AMP,0.271544,3489960.0,27352237.1828,,,
Universa,UTNP,0.0159511,10042.7,27291464.4053,,,
LBRY Credits,LBC,0.173612,781655.0,27272902.3104,,,
Ormeus Coin,ORME,1.59498,2228170.0,27161426.5421,,,
Ravencoin,RVN,0.0364508,509731.0,26757626.4388,,,
CloakCoin,CLOAK,5.22106,190401.0,26686633.48,,,
