Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,9447.58,5967090000.0,1.59770264456e+11,,,
Ethereum,ETH,735.298,1690930000.0,72135226620.4,,,
Ripple,XRP,0.832641,488435000.0,32549565923.6,,,
Bitcoin Cash,BCH,1067.52,421806000.0,18158862144.0,,,
Litecoin,LTC,189.194,742181000.0,10513012573.5,,,
NEO,NEO,91.8951,137960000.0,5973181500.0,,,
Cardano,ADA,0.222673,150784000.0,5773258577.91,,,
Stellar,XLM,0.309459,23849600.0,5724502193.22,,,
EOS,EOS,6.28886,328221000.0,4527592393.29,,,
Monero,XMR,283.609,88312300.0,4483672200.27,,,
Dash,DASH,510.407,99094600.0,4051564200.16,,,
IOTA,MIOTA,1.43865,32775400.0,3998771241.64,,,
NEM,XEM,0.352803,26069400.0,3175226999.65,,,
TRON,TRX,0.0373235,278193000.0,2453952661.86,,,
Tether,USDT,1.00254,2340520000.0,2222772351.19,,,
Ethereum Classic,ETC,22.1236,289767000.0,2221485033.69,,,
VeChain,VEN,3.83582,71323600.0,1845956060.83,,,
Nano,NANO,12.3782,82780900.0,1649373973.6,,,
Lisk,LSK,15.4291,19791100.0,1584160221.92,,,
OmiseGO,OMG,14.6549,51984900.0,1495423391.83,,,
Bitcoin Gold,BTG,85.8947,20260300.0,1449262499.29,,,
Qtum,QTUM,19.3401,128602000.0,1429983631.16,,,
Zcash,ZEC,311.65,58404600.0,1075155491.56,,,
ICON,ICX,2.7468,12405600.0,1060656257.46,,,
Binance Coin,BNB,8.20665,43338700.0,812573243.1,,,
DigixDAO,DGD,366.58,21270700.0,733160000.0,,,
Populous,PPT,17.392,3524900.0,643574035.747,,,
Steem,STEEM,2.54739,3579920.0,642469476.216,,,
Bytecoin,BCN,0.0034103,4361550.0,626724830.365,,,
Waves,WAVES,5.91695,19932300.0,591695000.0,,,
Verge,XVG,0.0398327,12246500.0,585355467.447,,,
Stratis,STRAT,5.73801,4843440.0,566751310.793,,,
Maker,MKR,837.987,1862320.0,518066834.388,,,
RChain,RHOC,1.43084,767067.0,514257163.321,,,
Status,SNT,0.144271,27586300.0,500690166.579,,,
Dogecoin,DOGE,0.00425433,11098300.0,482995784.984,,,
Siacoin,SC,0.0139544,3288530.0,460678476.671,,,
BitShares,BTS,0.174527,9107670.0,455590516.61,,,
