Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,11519.6,6702920000.0,1.9465877678e+11,,,
Ethereum,ETH,860.551,1741740000.0,84302045202.8,,,
Ripple,XRP,0.907217,278760000.0,35464887686.9,,,
Bitcoin Cash,BCH,1278.59,375624000.0,21733185137.2,,,
Litecoin,LTC,212.188,705126000.0,11768987931.2,,,
NEO,NEO,124.027,126209000.0,8061755000.0,,,
Cardano,ADA,0.294932,115865000.0,7646722767.91,,,
Stellar,XLM,0.321904,42508900.0,5944960360.92,,,
EOS,EOS,8.065,151617000.0,5679015744.92,,,
Monero,XMR,353.008,241467000.0,5571948238.88,,,
IOTA,MIOTA,1.86985,26649900.0,5197304699.67,,,
Dash,DASH,613.873,115816000.0,4860470123.86,,,
NEM,XEM,0.391018,27950900.0,3519161999.61,,,
TRON,TRX,0.0488848,418263000.0,3214087239.53,,,
Ethereum Classic,ETC,30.0425,735436000.0,3011957884.05,,,
Tether,USDT,0.998604,2170520000.0,2214045684.94,,,
VeChain,VEN,4.39841,55509200.0,2089328982.54,,,
Nano,NANO,14.9154,82985800.0,1987451533.01,,,
Qtum,QTUM,26.0403,68540800.0,1924959597.82,,,
Lisk,LSK,18.7727,29865100.0,1922992097.32,,,
Bitcoin Gold,BTG,112.075,21131800.0,1889393814.36,,,
OmiseGO,OMG,17.7217,49618000.0,1808367489.58,,,
ICON,ICX,3.71395,17730400.0,1433459777.58,,,
Zcash,ZEC,392.467,56280800.0,1334615921.44,,,
Binance Coin,BNB,10.1661,42319700.0,1006586225.4,,,
DigixDAO,DGD,496.963,59109900.0,993926000.0,,,
Steem,STEEM,3.56936,8627930.0,895795189.969,,,
Verge,XVG,0.05651,18676900.0,828670959.853,,,
Stratis,STRAT,8.22958,24347600.0,812774020.078,,,
Bytecoin,BCN,0.00429883,5143470.0,789957052.293,,,
Populous,PPT,20.4934,3489090.0,758338324.757,,,
Waves,WAVES,6.92218,19366200.0,692218000.0,,,
Siacoin,SC,0.0204412,7095980.0,671713350.223,,,
RChain,RHOC,1.77177,803071.0,636772848.86,,,
Maker,MKR,1006.27,745931.0,622104058.224,,,
Dogecoin,DOGE,0.00524058,22203300.0,594456131.706,,,
BitShares,BTS,0.21462,16691400.0,560106691.2,,,
Status,SNT,0.160818,30326900.0,558116261.819,,,
Decred,DCR,80.619,1262460.0,553353808.171,,,
Aeternity,AE,2.30327,2110710.0,536709062.806,,,
Augur,REP,47.2538,3160410.0,519791800.0,,,
Veritaseum,VERI,241.239,392997.0,491318309.3,,,
Komodo,KMD,4.68002,8944440.0,486025678.906,,,
Waltonchain,WTC,19.3503,17917400.0,481787213.753,,,
0x,ZRX,0.913678,6553770.0,471585845.662,,,
Electroneum,ETN,0.0722695,4044310.0,456618983.98,,,
Ark,ARK,4.40283,12755700.0,444678116.242,,,
Ardor,ARDR,0.419091,6535430.0,418671697.359,,,
Hshare,HSR,9.78381,27491700.0,417700345.923,,,
Ethos,ETHOS,5.23081,7776080.0,396536821.509,,,
Bytom,BTM,0.401284,14076200.0,396067308.0,,,
Basic Attenti...,BAT,0.381521,5619630.0,381521000.0,,,
Syscoin,SYS,0.714901,6154220.0,379855037.489,,,
Gas,GAS,37.3177,2924720.0,367217569.531,,,
Cryptonex,CNX,8.02403,206530.0,362245527.196,,,
Dragonchain,DRGN,1.50808,2108130.0,359559359.275,,,
PIVX,PIVX,6.44054,3469000.0,358664943.263,,,
Golem,GNT,0.423747,7457990.0,353516019.714,,,
DigiByte,DGB,0.0346757,3482610.0,344025168.497,,,
KuCoin Shares,KCS,3.76018,1136080.0,342338353.514,,,
Revain,R,1.74598,10994600.0,322046011.0,,,
aelf,ELF,1.2631,12606600.0,315775000.0,,,
MonaCoin,MONA,5.45839,3283080.0,315560305.639,,,
Factom,FCT,35.5269,5664450.0,310686364.244,,,
Zilliqa,ZIL,0.0463215,8438740.0,303822865.728,,,
Aion,AION,3.13073,5326160.0,301033160.818,,,
Loopring,LRC,0.519168,1626910.0,294451910.816,,,
FunFair,FUN,0.0622869,14023300.0,286835826.625,,,
QASH,QASH,0.816392,2448460.0,285737200.0,,,
Nebulas,NAS,7.89556,6640720.0,280292380.0,,,
Byteball Bytes,GBYTE,432.891,717804.0,279310819.718,,,
Particl,PART,28.9851,2718890.0,257615614.217,,,
ReddCoin,RDD,0.00887281,11010200.0,255307581.624,,,
SALT,SALT,4.48577,6243730.0,242815167.73,,,
Kyber Network,KNC,1.80154,5668110.0,241645418.827,,,
IOStoken,IOST,0.0351104,25467300.0,238543916.995,,,
Dent,DENT,0.0220402,3947510.0,233951454.537,,,
GXShares,GXS,3.89466,6420800.0,233679600.0,,,
ZCoin,XZC,54.3164,3602430.0,229651725.178,,,
Neblio,NEBL,17.7733,8262690.0,228732229.317,,,
Power Ledger,POWR,0.626437,13011700.0,227980873.659,,,
ChainLink,LINK,0.622782,3562160.0,217973700.0,,,
Polymath,POLY,0.885327,2224440.0,212098010.722,,,
Dentacoin,DCN,0.000645926,182645.0,210072325.289,,,
Enigma,ENG,2.76665,9533150.0,207045492.746,,,
Iconomi,ICN,2.07343,35968900.0,206794965.254,,,
Kin,KIN,0.000262986,400030.0,198843073.171,,,
Bancor,BNT,4.99615,7896950.0,196753356.898,,,
Nxt,NXT,0.196506,2882620.0,196309482.506,,,
Bitcore,BTX,16.3918,2093830.0,193100315.536,,,
TenX,PAY,1.78754,6832190.0,187086278.077,,,
Cindicator,CND,0.12818,23713700.0,185345279.348,,,
Request Network,REQ,0.287487,2869680.0,184412206.952,,,
Blocknet,BLOCK,36.5912,588232.0,184369986.583,,,
MaidSafeCoin,MAID,0.405895,4466530.0,183688761.269,,,
SmartCash,SMART,0.241025,189770.0,182536308.325,,,
SingularityNET,AGI,0.381439,802456.0,175916852.543,,,
Pillar,PLR,0.770588,572931.0,175219998.262,,,
Vertcoin,VTC,3.99324,3031140.0,172414526.184,,,
Nexus,NXS,3.0234,42101400.0,169111409.528,,,
Emercoin,EMC,3.70877,657944.0,153638340.268,,,
Gnosis,GNO,137.567,707316.0,151955132.53,,,
GameCredits,GAME,2.24207,4179660.0,144289204.059,,,
BitcoinDark,BTCD,111.364,118212.0,143532848.268,,,
WAX,WAX,0.289463,4677200.0,142692099.245,,,
Genesis Vision,GVT,37.8967,23869300.0,141232697.732,,,
Quantstamp,QSP,0.226269,3677040.0,139679060.117,,,
Raiden Networ...,RDN,2.74986,3744170.0,137957550.349,,,
Enjin Coin,ENJ,0.180429,2889600.0,136439062.909,,,
Theta Token,THETA,0.230362,27545300.0,134281825.747,,,
Santiment Net...,SAN,2.12369,2912520.0,133071203.198,,,
ZenCash,ZEN,39.6563,4575030.0,132356371.176,,,
Ignis,IGNIS,0.171967,5535160.0,130891641.65,,,
Storj,STORJ,0.980225,5865890.0,130787003.474,,,
SuperNET,UNITY,156.697,10435.8,127874275.809,,,
Aragon,ANT,4.68958,2953260.0,125211864.354,,,
Storm,STORM,0.0306111,504740.0,125037370.874,,,
DigitalNote,XDN,0.0180664,4271750.0,124597326.021,,,
Monaco,MCO,9.43167,7551620.0,124455999.643,,,
Civic,CVC,0.361752,4238080.0,123972398.1,,,
Decentraland,MANA,0.115781,7806210.0,121586434.103,,,
Po.et,POE,0.0542529,3305450.0,121353644.579,,,
