Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,8272.63,6431500000.0,1.39968448925e+11,,,
Ethereum,ETH,614.607,1807000000.0,60348899656.4,,,
Ripple,XRP,0.701844,477529000.0,27436286686.5,,,
Bitcoin Cash,BCH,952.071,407649000.0,16202320476.2,,,
Litecoin,LTC,161.15,479346000.0,8964783543.13,,,
Cardano,ADA,0.199273,143271000.0,5166565127.32,,,
NEO,NEO,71.6835,145709000.0,4659427500.0,,,
Stellar,XLM,0.247683,49208200.0,4581809482.64,,,
EOS,EOS,5.34199,210480000.0,3891625550.0,,,
NEM,XEM,0.398576,165108000.0,3587183999.6,,,
Monero,XMR,216.297,75078200.0,3422835015.49,,,
Dash,DASH,426.261,96945600.0,3387211123.04,,,
IOTA,MIOTA,1.12876,45685700.0,3137422602.24,,,
Tether,USDT,1.00543,2146950000.0,2229179888.14,,,
TRON,TRX,0.0311468,197267000.0,2047845801.4,,,
VeChain,VEN,3.88889,97359800.0,1909454659.95,,,
Ethereum Classic,ETC,17.2178,201925000.0,1730526952.32,,,
Nano,NANO,9.13744,36298200.0,1217548247.83,,,
Lisk,LSK,11.7334,22923400.0,1206449283.5,,,
Qtum,QTUM,16.2525,97465200.0,1201858007.79,,,
OmiseGO,OMG,11.69,28998000.0,1192877430.11,,,
Bitcoin Gold,BTG,68.7061,23461900.0,1159836165.42,,,
ICON,ICX,2.3868,55669800.0,921644952.415,,,
Binance Coin,BNB,8.96222,124989000.0,887385251.08,,,
Zcash,ZEC,250.953,52679700.0,873474854.081,,,
DigixDAO,DGD,328.835,26114800.0,657670000.0,,,
Populous,PPT,16.0482,2549760.0,593848024.407,,,
Steem,STEEM,2.20888,14325500.0,558384661.429,,,
Waves,WAVES,4.9933,22641400.0,499330000.0,,,
Bytecoin,BCN,0.00268252,4010890.0,492999317.38,,,
Stratis,STRAT,4.82331,5744770.0,476431827.586,,,
Maker,MKR,750.167,659498.0,463774071.617,,,
Verge,XVG,0.0314647,8516300.0,462835560.075,,,
RChain,RHOC,1.21341,672998.0,436167368.075,,,
Status,SNT,0.121412,23233400.0,421358377.669,,,
Dogecoin,DOGE,0.00354972,7530080.0,403198316.75,,,
Siacoin,SC,0.0121477,3956370.0,402197467.766,,,
BitShares,BTS,0.145218,7914920.0,379140963.12,,,
Aeternity,AE,1.59017,2755230.0,370542164.142,,,
Decred,DCR,52.3517,531602.0,363060925.528,,,
Augur,REP,31.4794,5494680.0,346273400.0,,,
Bytom,BTM,0.341831,16631700.0,337387197.0,,,
Waltonchain,WTC,13.3809,7125060.0,333160030.0,,,
Komodo,KMD,3.12178,1870590.0,324742696.489,,,
Ardor,ARDR,0.295028,12154800.0,294732823.011,,,
Ark,ARK,2.85961,2287010.0,289497765.648,,,
Veritaseum,VERI,133.735,670631.0,272370777.918,,,
Zilliqa,ZIL,0.0408434,13571500.0,269784011.388,,,
0x,ZRX,0.520218,4969670.0,269341235.085,,,
Electroneum,ETN,0.0405138,2730430.0,260301637.114,,,
Cryptonex,CNX,5.68284,179780.0,256663760.15,,,
KuCoin Shares,KCS,2.76395,1032000.0,251638509.91,,,
Hshare,HSR,5.57444,17792400.0,238241470.161,,,
MonaCoin,MONA,3.96464,2240190.0,230217228.358,,,
DigiByte,DGB,0.0228782,1988330.0,228164511.686,,,
Basic Attenti...,BAT,0.221575,4650200.0,221575000.0,,,
PIVX,PIVX,3.95698,2215500.0,220642762.663,,,
Aion,AION,2.19228,3572710.0,211336603.892,,,
Syscoin,SYS,0.393821,2195750.0,209352461.796,,,
Golem,GNT,0.250788,9195560.0,209222898.456,,,
Dragonchain,DRGN,0.872747,1618880.0,208082032.869,,,
QASH,QASH,0.590355,5100410.0,206624250.0,,,
Ethos,ETHOS,2.71435,1542220.0,206223181.893,,,
Factom,FCT,23.5381,1749690.0,205843085.386,,,
Gas,GAS,20.2583,5678990.0,200714964.509,,,
Revain,R,1.07761,6228550.0,198765164.5,,,
Nebulas,NAS,5.50631,7700440.0,195474005.0,,,
Loopring,LRC,0.308903,1901120.0,176715388.2,,,
FunFair,FUN,0.0375954,1318990.0,173129624.95,,,
GXChain,GXS,2.81863,7194750.0,169117800.0,,,
ReddCoin,RDD,0.00568192,4757980.0,163492428.462,,,
IOStoken,IOST,0.0187044,30042700.0,157116960.0,,,
SALT,SALT,2.81188,6154970.0,156782344.765,,,
ZCoin,XZC,36.2122,1589680.0,155919836.262,,,
aelf,ELF,0.621459,22267900.0,155364750.0,,,
ChainLink,LINK,0.44363,5286870.0,155270500.0,,,
Power Ledger,POWR,0.416413,24395700.0,151546410.226,,,
Kyber Network,KNC,1.12855,5685040.0,151375455.12,,,
Kin,KIN,0.000194642,304835.0,147168341.463,,,
Dentacoin,DCN,0.000452298,75445.0,147099346.649,,,
SmartCash,SMART,0.183152,135904.0,145206062.989,,,
Byteball Bytes,GBYTE,220.335,698297.0,142165001.034,,,
Polymath,POLY,0.584004,1594100.0,140160813.999,,,
Nxt,NXT,0.137105,5112960.0,136967886.98,,,
Particl,PART,15.1561,426769.0,134876114.207,,,
Bancor,BNT,3.33465,4089510.0,134062507.577,,,
MaidSafeCoin,MAID,0.288765,1075930.0,130681297.251,,,
Emercoin,EMC,3.11305,702474.0,129129807.931,,,
Neblio,NEBL,9.65765,2201890.0,124629223.392,,,
Request Network,REQ,0.1859,4258890.0,123197230.479,,,
TenX,PAY,1.16691,5101930.0,122130329.252,,,
SIRIN LABS Token,SRN,0.531133,8361760.0,121766504.717,,,
Blocknet,BLOCK,23.8406,955779.0,120503486.234,,,
Dent,DENT,0.0113061,1053040.0,120011548.903,,,
Enigma,ENG,1.56374,5829970.0,117024314.18,,,
Storj,STORJ,0.86557,8246130.0,115489103.621,,,
Bitcore,BTX,9.27354,1668490.0,114319598.283,,,
Iconomi,ICN,1.14583,1248770.0,114280142.101,,,
SingularityNET,AGI,0.211534,723851.0,110359411.514,,,
Nexus,NXS,1.94399,3122160.0,109142348.116,,,
Pillar,PLR,0.46421,93646.4,105554298.008,,,
Cindicator,CND,0.0719594,1424820.0,104051607.854,,,
Substratum,SUB,0.449549,7695010.0,101639184.753,,,
BitcoinDark,BTCD,76.7455,66131.1,98914372.7482,,,
Vertcoin,VTC,2.22691,2069600.0,96506373.8695,,,
Civic,CVC,0.279691,7056580.0,95850096.1905,,,
