Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,8185.16,6584960000.0,1.38549589433e+11,,,
Ethereum,ETH,534.961,2662780000.0,52572099579.0,,,
Ripple,XRP,0.654236,913004000.0,25575208246.6,,,
Bitcoin Cash,BCH,931.898,432000000.0,15865831370.7,,,
Litecoin,LTC,152.931,590584000.0,8516495105.59,,,
NEO,NEO,65.0425,246466000.0,4227762500.0,,,
Stellar,XLM,0.217828,90275800.0,4029531497.67,,,
Cardano,ADA,0.155334,187052000.0,4027355574.95,,,
EOS,EOS,4.60268,328721000.0,3390038326.03,,,
IOTA,MIOTA,1.2176,110988000.0,3384356072.58,,,
Monero,XMR,208.233,75122400.0,3298225922.9,,,
Dash,DASH,390.243,117164000.0,3104070781.57,,,
NEM,XEM,0.280783,72315600.0,2527046999.72,,,
Tether,USDT,1.00223,2620890000.0,2222085037.53,,,
TRON,TRX,0.0283777,126453000.0,1865782481.61,,,
VeChain,VEN,3.68491,84027500.0,1863847355.67,,,
Ethereum Classic,ETC,16.6161,231151000.0,1671541260.19,,,
Lisk,LSK,12.1988,26879400.0,1255986616.98,,,
Nano,NANO,8.23717,54863300.0,1097588810.5,,,
OmiseGO,OMG,10.4215,39450900.0,1063436453.2,,,
Bitcoin Gold,BTG,59.1588,25849800.0,999047109.467,,,
Qtum,QTUM,13.4639,133838000.0,995771032.973,,,
Binance Coin,BNB,8.91565,94307800.0,882774169.1,,,
Zcash,ZEC,243.381,59408400.0,854095422.169,,,
ICON,ICX,2.03486,35084500.0,786559900.038,,,
DigixDAO,DGD,347.253,29600000.0,694506000.0,,,
Populous,PPT,15.2089,2210870.0,562790544.634,,,
Bytecoin,BCN,0.00251057,2728840.0,461417055.837,,,
Steem,STEEM,1.81482,3437150.0,461179814.092,,,
Verge,XVG,0.0297651,9697060.0,438322800.564,,,
Waves,WAVES,4.35375,22282200.0,435375000.0,,,
Stratis,STRAT,4.34773,9543340.0,429477870.096,,,
Maker,MKR,666.844,749169.0,412261479.128,,,
RChain,RHOC,1.0335,710236.0,371507765.987,,,
Dogecoin,DOGE,0.0031762,8983570.0,360950576.747,,,
Siacoin,SC,0.0108066,5453160.0,358822929.924,,,
Decred,DCR,50.7234,698384.0,353049559.394,,,
BitShares,BTS,0.132659,10662100.0,346400507.39,,,
Status,SNT,0.098574,56940400.0,342099468.918,,,
Augur,REP,29.4843,3367070.0,324327300.0,,,
Aeternity,AE,1.37497,3028290.0,320396158.543,,,
Bytom,BTM,0.322202,16644500.0,318013374.0,,,
Ontology,ONT,1.26603,32933600.0,305412584.06,,,
Waltonchain,WTC,11.9979,5367110.0,298725849.826,,,
Komodo,KMD,2.61453,1653900.0,271976154.513,,,
Zilliqa,ZIL,0.0402438,14956800.0,265823457.34,,,
Aion,AION,2.49507,12213600.0,264425017.872,,,
Ardor,ARDR,0.260967,3262930.0,260705901.212,,,
Cryptonex,CNX,5.54677,170005.0,250551769.481,,,
Ark,ARK,2.40941,2934890.0,244127729.035,,,
0x,ZRX,0.432187,5796350.0,224032278.697,,,
Hshare,HSR,5.17412,18525200.0,221216361.446,,,
Electroneum,ETN,0.033995,3295690.0,219675956.775,,,
Veritaseum,VERI,103.594,354608.0,210984247.711,,,
MonaCoin,MONA,3.53411,3281650.0,205540568.172,,,
KuCoin Shares,KCS,2.25475,933617.0,205279375.611,,,
DigiByte,DGB,0.0201,2518330.0,200831385.255,,,
PIVX,PIVX,3.42391,1392920.0,191062044.069,,,
Syscoin,SYS,0.353962,1085580.0,188195978.163,,,
Dragonchain,DRGN,0.78784,2352290.0,187838341.21,,,
Basic Attenti...,BAT,0.187487,5089650.0,187487000.0,,,
Factom,FCT,21.2904,3702690.0,186186719.621,,,
Golem,GNT,0.219858,7072160.0,183419174.796,,,
Revain,R,0.985139,6108850.0,181708888.55,,,
QASH,QASH,0.517201,5448370.0,181020350.0,,,
Gas,GAS,17.9928,5524360.0,178676292.801,,,
Ethos,ETHOS,2.20597,6351640.0,167598928.864,,,
Loopring,LRC,0.28641,1996000.0,163847726.744,,,
FunFair,FUN,0.0351547,1496800.0,161890019.158,,,
Nebulas,NAS,4.48481,8610990.0,159210755.0,,,
GXChain,GXS,2.49965,6232410.0,149979000.0,,,
ZCoin,XZC,32.6527,1277380.0,141624105.873,,,
Emercoin,EMC,3.3669,856418.0,139713543.896,,,
IOStoken,IOST,0.0164832,19422500.0,138458880.0,,,
Dentacoin,DCN,0.000416722,101728.0,135529084.662,,,
ReddCoin,RDD,0.00469267,5127830.0,135027598.817,,,
Kin,KIN,0.00017768,332693.0,134343414.634,,,
Particl,PART,15.0784,256354.0,134184651.755,,,
Byteball Bytes,GBYTE,207.734,552860.0,134034557.945,,,
aelf,ELF,0.535212,27819200.0,133803000.0,,,
Kyber Network,KNC,0.987169,4441480.0,132411640.296,,,
SALT,SALT,2.35197,5655330.0,131180015.85,,,
ChainLink,LINK,0.370549,9666050.0,129692150.0,,,
MaidSafeCoin,MAID,0.281088,1188800.0,127207052.384,,,
SmartCash,SMART,0.154776,175312.0,124565727.318,,,
Nxt,NXT,0.12451,2323090.0,124385482.717,,,
Nucleus Vision,NCASH,0.0304197,25347100.0,120343316.648,,,
TenX,PAY,1.13625,5491710.0,118921413.487,,,
Power Ledger,POWR,0.325104,7960620.0,118316056.775,,,
Bancor,BNT,2.86672,5704840.0,114937512.796,,,
Polymath,POLY,0.472301,1596610.0,113352121.925,,,
Neblio,NEBL,8.45935,10681600.0,109269464.309,,,
Cindicator,CND,0.0745118,15296800.0,107742318.503,,,
Nexus,NXS,1.90922,1918680.0,107221378.573,,,
Request Network,REQ,0.160495,3623800.0,106361159.256,,,
MinexCoin,MNX,30.2676,191524.0,105303302.532,,,
Iconomi,ICN,1.04924,1311620.0,104646672.105,,,
SIRIN LABS Token,SRN,0.440094,8813100.0,100895083.015,,,
Dent,DENT,0.00902171,2298170.0,95763295.1111,,,
Storj,STORJ,0.699364,6067740.0,93312986.1994,,,
Bitcore,BTX,7.5122,2109370.0,92659493.144,,,
Genesis Vision,GVT,24.5388,11540300.0,91450731.1481,,,
Enigma,ENG,1.21715,7413070.0,91086845.6422,,,
SingularityNET,AGI,0.170644,481593.0,89026687.995,,,
Gnosis,GNO,80.4377,637556.0,88850679.043,,,
BitcoinDark,BTCD,68.9347,131888.0,88847328.0008,,,
Substratum,SUB,0.389194,5428320.0,87993435.3554,,,
Blocknet,BLOCK,17.1978,172298.0,87024895.0187,,,
Decentraland,MANA,0.080957,7986540.0,85016306.1786,,,
Quantstamp,QSP,0.137445,5780700.0,84846746.2082,,,
Pillar,PLR,0.371438,266261.0,84459355.3424,,,
Theta Token,THETA,0.140691,8882820.0,82738088.3388,,,
Dynamic Tradi...,DTR,0.0694289,55894.6,82566858.0549,,,
Santiment Net...,SAN,1.3144,6709320.0,82360791.5859,,,
Vertcoin,VTC,1.89294,1343110.0,82140392.7435,,,
iExec RLC,RLC,1.00521,932593.0,80487962.0715,,,
Achain,ACT,0.173001,6318190.0,79853926.6427,,,
Monaco,MCO,5.99629,11365900.0,79184260.7282,,,
Enjin Coin,ENJ,0.103626,6982500.0,78361207.6386,,,
Metal,MTL,3.49584,11519600.0,77756095.9084,,,
Civic,CVC,0.226487,5981390.0,77617087.1994,,,
GameCredits,GAME,1.20306,564233.0,77423349.7771,,,
Storm,STORM,0.0184943,5719320.0,75620474.724,,,
Raiden Networ...,RDN,1.43385,8076250.0,71934728.8836,,,
Genaro Network,GNX,0.301426,4557660.0,71130859.4845,,,
Ignis,IGNIS,0.0934277,1968720.0,71111928.6174,,,
Skycoin,SKY,9.11985,330944.0,70496476.9794,,,
Aragon,ANT,2.63213,378516.0,70292818.098,,,
Po.et,POE,0.0301238,2213930.0,67381336.6394,,,
SaluS,SLS,66.3628,4428820.0,67043246.5178,,,
Asch,XAS,0.713128,2926790.0,66574300.4854,,,
Credits,CS,0.471686,3795060.0,64342515.6796,,,
NavCoin,NAV,1.01199,708734.0,63332881.3012,,,
Ubiq,UBQ,1.58175,218772.0,63326601.111,,,
Time New Bank,TNB,0.0273238,5583450.0,61796030.2111,,,
Envion,EVN,0.569506,192903.0,61057002.5479,,,
WAX,WAX,0.123643,2737180.0,60950377.8617,,,
ZenCash,ZEN,17.2523,872484.0,59422312.5438,,,
Oyster,PRL,0.814129,607672.0,58020471.377,,,
PayPie,PPP,0.701532,101258.0,57876390.0,,,
Arcblock,ABT,0.623212,38940200.0,57507957.6748,,,
POA Network,POA,0.279092,2165750.0,56814923.3713,,,
High Performa...,HPB,2.53022,3525610.0,56212885.652,,,
Nuls,NULS,2.34501,9231860.0,55259884.6423,,,
Cube,AUTO,0.00876164,2190270.0,54978765.3016,,,
Bibox Token,BIX,0.520685,2229520.0,54868778.3206,,,
Experience Po...,XP,0.000248526,167868.0,54724855.5511,,,
Pura,PURA,0.311773,39600.6,53978857.8628,,,
XPA,XPA,0.0535525,14976.0,53552500.0,,,
DigitalNote,XDN,0.00769953,3017610.0,53107132.7697,,,
SophiaTX,SPHTX,0.272033,229255.0,52168794.2388,,,
DEW,DEW,0.499218,94711.7,51541539.2406,,,
Edgeless,EDG,0.61969,958655.0,50843256.7744,,,
Bluzelle,BLZ,0.30554,4708170.0,50414100.0,,,
AdEx,ADX,0.685529,7805970.0,50338875.0258,,,
Fusion,FSN,1.80507,670202.0,49798632.174,,,
BLOCKv,VEE,0.0332013,661042.0,49634987.5978,,,
ION,ION,2.40736,878844.0,49265678.7135,,,
CRYPTO20,C20,1.21677,775397.0,48096368.8825,,,
BridgeCoin,BCO,1.75187,64054.5,47300490.0,,,
ETHLend,LEND,0.0434086,2070290.0,46900957.4795,,,
MediShares,MDS,0.0969516,6416750.0,46877248.1568,,,
MediBloc,MED,0.0155283,861160.0,46062902.22,,,
Streamr DATAcoin,DATA,0.0679152,306019.0,45989084.2492,,,
