Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,8940.69,6226510000.0,1.51423325633e+11,,,
Ethereum,ETH,540.833,1478850000.0,53207475529.4,,,
Ripple,XRP,0.658881,482689000.0,25758443577.0,,,
Bitcoin Cash,BCH,1013.25,287493000.0,17260409775.0,,,
Litecoin,LTC,166.053,324689000.0,9259792877.87,,,
EOS,EOS,6.95493,681841000.0,5204317902.05,,,
Cardano,ADA,0.189114,154882000.0,4903172017.72,,,
NEO,NEO,69.3978,128606000.0,4510857000.0,,,
Stellar,XLM,0.239523,51418800.0,4442898000.81,,,
IOTA,MIOTA,1.37603,28974500.0,3824717055.32,,,
Dash,DASH,446.171,111031000.0,3553482698.75,,,
Monero,XMR,215.46,37803800.0,3416737558.55,,,
TRON,TRX,0.0487301,486544000.0,3203915994.15,,,
NEM,XEM,0.284577,54750700.0,2561192999.72,,,
Tether,USDT,0.997955,1908960000.0,2282463610.56,,,
Ethereum Classic,ETC,19.0429,178090000.0,1917940369.66,,,
VeChain,VEN,3.44742,54902300.0,1785691613.76,,,
Qtum,QTUM,18.5103,189055000.0,1637629489.94,,,
ICON,ICX,3.93863,569811000.0,1524417249.23,,,
Lisk,LSK,12.2502,22954700.0,1263526768.73,,,
OmiseGO,OMG,11.6535,33448000.0,1189152876.97,,,
Binance Coin,BNB,12.0071,186155000.0,1188870999.4,,,
Nano,NANO,8.04915,42583700.0,1072535467.16,,,
Bitcoin Gold,BTG,61.0228,26276400.0,1031225736.67,,,
Zcash,ZEC,251.355,49773200.0,891611168.906,,,
DigixDAO,DGD,351.459,21840000.0,702918000.0,,,
Verge,XVG,0.0437751,73992400.0,645580431.684,,,
Populous,PPT,15.1916,1984780.0,562150374.969,,,
Steem,STEEM,2.02836,6209300.0,515507406.06,,,
Stratis,STRAT,5.20159,7902710.0,513859516.67,,,
Bytecoin,BCN,0.0027625,3926930.0,507745814.372,,,
Waves,WAVES,4.80709,21021400.0,480709000.0,,,
BitShares,BTS,0.168465,5682320.0,439981725.15,,,
Maker,MKR,703.397,27187.8,434859558.809,,,
Siacoin,SC,0.012894,5650550.0,429604956.184,,,
Veritaseum,VERI,208.802,1746470.0,425255641.163,,,
RChain,RHOC,1.14472,436362.0,411502254.757,,,
Dogecoin,DOGE,0.00359046,5387730.0,408326827.295,,,
Aeternity,AE,1.72468,3228290.0,401885747.846,,,
Augur,REP,35.8554,2465630.0,394409400.0,,,
Bytom,BTM,0.381217,16608000.0,376261179.0,,,
Decred,DCR,52.5634,561888.0,367580866.787,,,
Status,SNT,0.101956,43028100.0,353836645.089,,,
Zilliqa,ZIL,0.0523298,27226400.0,345655439.047,,,
Ontology,ONT,1.42811,25830600.0,344512188.038,,,
Aion,AION,2.91064,13305700.0,335654629.197,,,
Waltonchain,WTC,13.405,5188240.0,333760076.09,,,
Komodo,KMD,2.99176,2880410.0,311234408.609,,,
Hshare,HSR,7.24525,22731000.0,309921097.173,,,
0x,ZRX,0.555326,5087950.0,288540527.814,,,
Ardor,ARDR,0.283799,3219280.0,283515057.682,,,
Cryptonex,CNX,6.13079,345183.0,276981694.914,,,
Ark,ARK,2.72707,2503000.0,276625308.717,,,
Loopring,LRC,0.481349,8127360.0,275367268.673,,,
KuCoin Shares,KCS,3.01025,428697.0,274062419.529,,,
Storm,STORM,0.0643051,2401050000.0,262934103.436,,,
QASH,QASH,0.751205,5783170.0,262921750.0,,,
DigiByte,DGB,0.0230485,1580570.0,230858763.587,,,
PIVX,PIVX,4.07842,6274300.0,227724069.027,,,
Gas,GAS,22.7257,4690950.0,226288618.594,,,
MonaCoin,MONA,3.78965,1271570.0,220863264.869,,,
Ethos,ETHOS,2.90242,5894790.0,220533656.873,,,
Nebulas,NAS,6.20716,7978030.0,220354180.0,,,
Basic Attenti...,BAT,0.214525,4995880.0,214525000.0,,,
Factom,FCT,24.0478,1758660.0,210300463.876,,,
IOStoken,IOST,0.0250353,102211000.0,210296520.0,,,
Dragonchain,DRGN,0.880893,1288700.0,210024217.992,,,
Syscoin,SYS,0.390969,1122190.0,207919298.524,,,
Golem,GNT,0.240436,6337800.0,200586618.232,,,
Electroneum,ETN,0.030412,2004610.0,198047607.438,,,
FunFair,FUN,0.0422716,2562190.0,194663875.209,,,
Revain,R,1.02262,3888210.0,188622259.0,,,
Kyber Network,KNC,1.34041,6537150.0,179792808.292,,,
ZCoin,XZC,39.8622,998272.0,174381014.555,,,
SALT,SALT,3.04593,10740500.0,169958442.168,,,
BitcoinDark,BTCD,131.26,196028.0,169176050.282,,,
aelf,ELF,0.672355,13795300.0,168088750.0,,,
GXChain,GXS,2.74759,2203480.0,164855400.0,,,
Nucleus Vision,NCASH,0.0376924,82433700.0,150164163.413,,,
ReddCoin,RDD,0.00520052,4738680.0,149767430.852,,,
Request Network,REQ,0.222538,4479960.0,147477489.373,,,
ChainLink,LINK,0.419916,9201650.0,146970600.0,,,
Enigma,ENG,1.9369,11865700.0,144950179.784,,,
Neblio,NEBL,11.0648,34024300.0,143104705.755,,,
Emercoin,EMC,3.43692,753842.0,142680662.418,,,
MaidSafeCoin,MAID,0.313239,980303.0,141757064.982,,,
Nxt,NXT,0.140061,1059850.0,139920930.808,,,
Dentacoin,DCN,0.000421614,300137.0,137120093.253,,,
Kin,KIN,0.000174487,469278.0,131929195.122,,,
TenX,PAY,1.25382,5264940.0,131226443.704,,,
Power Ledger,POWR,0.359486,7312820.0,130828799.356,,,
Byteball Bytes,GBYTE,202.008,440421.0,130340016.47,,,
Bancor,BNT,3.07004,11242300.0,125187867.843,,,
Polymath,POLY,0.509644,885534.0,122314432.589,,,
Particl,PART,13.6234,105169.0,121402487.272,,,
Cindicator,CND,0.0812728,1593170.0,117518566.23,,,
Nuls,NULS,2.83721,8926220.0,113488400.0,,,
Storj,STORJ,0.848538,8894500.0,113216600.631,,,
Iconomi,ICN,1.13109,1558790.0,112810038.076,,,
Dent,DENT,0.0103727,1475230.0,110103731.022,,,
MinexCoin,MNX,30.7399,171042.0,108104702.643,,,
Vertcoin,VTC,2.43401,1860140.0,105808179.357,,,
Metal,MTL,4.72034,24636200.0,105464027.272,,,
SmartCash,SMART,0.127988,94471.3,105055446.537,,,
Nexus,NXS,1.86219,1454070.0,104580184.036,,,
Blocknet,BLOCK,20.4352,135250.0,103560129.106,,,
Achain,ACT,0.213745,5283580.0,99184309.9256,,,
Aragon,ANT,3.70424,391629.0,97573871.0008,,,
Pillar,PLR,0.426156,72226.8,96901396.8288,,,
Decentraland,MANA,0.0921622,7270780.0,96783351.82,,,
Bitcore,BTX,7.65731,2449010.0,96767589.4928,,,
Genesis Vision,GVT,25.781,18207100.0,96080138.3821,,,
Dynamic Tradi...,DTR,0.0800196,35746.2,95161625.1275,,,
Substratum,SUB,0.417624,4620390.0,94421215.2471,,,
Po.et,POE,0.041819,11085500.0,93541323.3696,,,
SIRIN LABS Token,SRN,0.407032,9565230.0,93315354.0599,,,
SingularityNET,AGI,0.173242,1150320.0,90382090.6779,,,
Quantstamp,QSP,0.145061,5796370.0,89548210.9331,,,
Time New Bank,TNB,0.0393403,7431270.0,88972777.1142,,,
Gnosis,GNO,80.4898,335802.0,88908228.182,,,
Enjin Coin,ENJ,0.117429,8144690.0,88798933.2001,,,
Theta Token,THETA,0.150565,10193600.0,88544827.1086,,,
Civic,CVC,0.256044,5083680.0,87746270.0945,,,
iExec RLC,RLC,1.06557,1653100.0,85321035.1514,,,
Raiden Networ...,RDN,1.68828,7063030.0,84699211.2701,,,
