Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,8555.0,5036960000.0,1.44906942625e+11,,,
Ethereum,ETH,521.951,1196240000.0,51360645762.8,,,
Ripple,XRP,0.638062,260642000.0,24944540858.9,,,
Bitcoin Cash,BCH,982.434,251650000.0,16737236841.0,,,
Litecoin,LTC,159.202,270811000.0,8880105371.15,,,
EOS,EOS,6.69912,338598000.0,5026606181.59,,,
Cardano,ADA,0.183934,97984300.0,4768869792.34,,,
Stellar,XLM,0.232876,31498500.0,4319603329.55,,,
NEO,NEO,65.3659,90753600.0,4248783500.0,,,
IOTA,MIOTA,1.33551,28481600.0,3712090488.25,,,
Dash,DASH,419.038,106521000.0,3338154423.61,,,
Monero,XMR,206.196,22172700.0,3270582102.99,,,
TRON,TRX,0.0471878,492326000.0,3102512556.9,,,
NEM,XEM,0.279387,30147100.0,2514482999.72,,,
Tether,USDT,1.00139,1697480000.0,2290319939.25,,,
Ethereum Classic,ETC,18.4229,122380000.0,1855883244.65,,,
VeChain,VEN,3.27688,61976700.0,1700589279.03,,,
Qtum,QTUM,17.9089,200364000.0,1584466359.39,,,
Binance Coin,BNB,13.9112,269225000.0,1377403556.8,,,
ICON,ICX,3.50544,123894000.0,1356754297.85,,,
Lisk,LSK,11.6297,21531400.0,1199928097.73,,,
OmiseGO,OMG,10.9303,26357300.0,1115355703.54,,,
Nano,NANO,7.67029,30201700.0,1022053020.31,,,
Bitcoin Gold,BTG,59.0293,21238400.0,997650426.678,,,
Zcash,ZEC,241.166,42553100.0,857198923.112,,,
DigixDAO,DGD,333.372,21244900.0,666744000.0,,,
Verge,XVG,0.0413081,52353200.0,609366522.952,,,
Populous,PPT,15.5084,1525640.0,573873250.689,,,
Steem,STEEM,2.01632,2791460.0,513124512.115,,,
Stratis,STRAT,5.06413,10653900.0,500286553.299,,,
Bytecoin,BCN,0.00264256,4001820.0,485705716.955,,,
Waves,WAVES,4.64622,20431600.0,464622000.0,,,
Siacoin,SC,0.0133417,8803760.0,444821152.032,,,
BitShares,BTS,0.162464,6077510.0,424323475.2,,,
Maker,MKR,681.179,84102.8,421123774.213,,,
Veritaseum,VERI,206.046,819441.0,419642646.33,,,
Dogecoin,DOGE,0.0035111,4073730.0,399350376.725,,,
RChain,RHOC,1.10569,372445.0,397471808.007,,,
Aeternity,AE,1.66693,2040460.0,388428815.581,,,
Augur,REP,34.2907,1166050.0,377197700.0,,,
Bytom,BTM,0.379795,17225100.0,374857665.0,,,
Decred,DCR,50.765,512683.0,355317503.252,,,
Zilliqa,ZIL,0.0537,23771300.0,354706058.055,,,
Status,SNT,0.0985219,22860800.0,341918656.713,,,
Waltonchain,WTC,13.3485,3783940.0,332353329.033,,,
Ontology,ONT,1.37295,24329000.0,331205585.4,,,
Komodo,KMD,3.06806,3827150.0,319171957.248,,,
Aion,AION,2.74965,11898200.0,317089283.172,,,
0x,ZRX,0.57237,5334500.0,297476602.991,,,
Hshare,HSR,6.72182,20212000.0,287558162.242,,,
Loopring,LRC,0.493833,7825360.0,282509041.03,,,
Ark,ARK,2.77465,2169230.0,281511560.659,,,
Ardor,ARDR,0.277154,3788100.0,276876706.037,,,
Cryptonex,CNX,5.79683,59639.2,261902542.55,,,
KuCoin Shares,KCS,2.81649,408529.0,256421913.123,,,
QASH,QASH,0.725148,5256000.0,253801800.0,,,
PIVX,PIVX,4.10807,9185210.0,229406331.626,,,
Nebulas,NAS,6.4399,10145100.0,228616450.0,,,
DigiByte,DGB,0.0225244,1189150.0,225713383.253,,,
Storm,STORM,0.0529532,788178000.0,216517852.644,,,
MonaCoin,MONA,3.67164,1090960.0,214069462.349,,,
IOStoken,IOST,0.0254577,67253700.0,213844680.0,,,
Gas,GAS,21.3283,4329160.0,212479373.551,,,
Ethos,ETHOS,2.77636,5603710.0,210955279.937,,,
Basic Attenti...,BAT,0.20727,5196410.0,207270000.0,,,
Factom,FCT,23.5167,1207900.0,205655940.203,,,
Dragonchain,DRGN,0.857128,996227.0,204358120.588,,,
Golem,GNT,0.241333,6029780.0,201334951.246,,,
Syscoin,SYS,0.37315,1864150.0,198451552.878,,,
Kyber Network,KNC,1.41081,10392300.0,189235750.156,,,
Electroneum,ETN,0.0284763,1739720.0,185714699.409,,,
FunFair,FUN,0.0399216,2056570.0,183841949.691,,,
aelf,ELF,0.715117,18947400.0,178779250.0,,,
Revain,R,0.966814,2977540.0,178328842.3,,,
SALT,SALT,3.13057,10192100.0,174748241.877,,,
ZCoin,XZC,37.9647,1686690.0,166416280.831,,,
GXChain,GXS,2.68106,1476700.0,160863600.0,,,
Request Network,REQ,0.228554,4696300.0,151522503.48,,,
Kin,KIN,0.000199677,418696.0,150975292.683,,,
Enigma,ENG,2.00145,13427100.0,149780854.628,,,
ReddCoin,RDD,0.0050704,3367500.0,146026184.716,,,
Nucleus Vision,NCASH,0.0353975,34143300.0,141021425.391,,,
ChainLink,LINK,0.401094,9153660.0,140382900.0,,,
Neblio,NEBL,10.6546,17999800.0,137832057.896,,,
Nxt,NXT,0.137878,1241620.0,137740113.935,,,
Emercoin,EMC,3.28294,894164.0,136300537.332,,,
TenX,PAY,1.25372,4741570.0,131215977.573,,,
Power Ledger,POWR,0.359426,10600200.0,130806963.38,,,
Metal,MTL,5.68766,108533000.0,127076339.703,,,
MaidSafeCoin,MAID,0.280646,1547640.0,127007024.218,,,
Byteball Bytes,GBYTE,193.004,197095.0,124530437.105,,,
Dentacoin,DCN,0.000376769,123359.0,122535305.789,,,
Bancor,BNT,2.94767,5487820.0,120203638.983,,,
Dent,DENT,0.0109574,1637140.0,116310181.756,,,
Particl,PART,12.812,70656.6,114171841.606,,,
Polymath,POLY,0.469797,654844.0,112751162.551,,,
Cindicator,CND,0.077421,1874830.0,111948953.6,,,
Storj,STORJ,0.825928,8150730.0,110199850.244,,,
Nuls,NULS,2.73988,9427490.0,109595200.0,,,
Iconomi,ICN,1.06802,1231570.0,106519708.305,,,
Nexus,NXS,1.83846,2956280.0,103247512.414,,,
Vertcoin,VTC,2.34789,1149370.0,102098524.925,,,
Dynamic Tradi...,DTR,0.0834603,87349.8,99253405.1861,,,
Blocknet,BLOCK,19.2597,32160.1,97630389.5387,,,
MinexCoin,MNX,27.6252,113706.0,97307102.4958,,,
Decentraland,MANA,0.0908407,6381770.0,95395589.8153,,,
Enjin Coin,ENJ,0.12612,14408900.0,95371002.5223,,,
SmartCash,SMART,0.114532,124179.0,94343108.803,,,
Achain,ACT,0.202661,4950650.0,94040990.123,,,
Genesis Vision,GVT,25.1469,10659400.0,93716986.6134,,,
Genaro Network,GNX,0.393504,3380670.0,93313755.1202,,,
BitcoinDark,BTCD,72.1568,12042.2,93000170.8441,,,
Substratum,SUB,0.410728,4364650.0,92862088.6156,,,
Pillar,PLR,0.40807,68811.2,92788915.336,,,
Bitcore,BTX,7.18329,2368630.0,90789925.4011,,,
Aragon,ANT,3.39389,677019.0,89398901.0029,,,
SIRIN LABS Token,SRN,0.381608,8780700.0,87486697.9306,,,
SingularityNET,AGI,0.167066,506790.0,87160009.4734,,,
Civic,CVC,0.253799,5441770.0,86976908.6708,,,
GameCredits,GAME,1.32985,434851.0,85582964.8572,,,
Quantstamp,QSP,0.138331,4851540.0,85393686.5635,,,
Theta Token,THETA,0.144948,7963090.0,85241560.7859,,,
iExec RLC,RLC,1.06028,1552150.0,84897460.6552,,,
WAX,WAX,0.171334,2731150.0,84459872.7025,,,
Gnosis,GNO,76.4523,381575.0,84448446.057,,,
Raiden Networ...,RDN,1.68026,8020940.0,84296856.4034,,,
Time New Bank,TNB,0.0363963,4498190.0,82314570.2418,,,
Po.et,POE,0.0365619,7310010.0,81782168.6532,,,
Monaco,MCO,6.10431,9488790.0,80610723.3982,,,
Credits,CS,0.583947,1397090.0,79684573.5106,,,
Santiment Net...,SAN,1.27023,1930690.0,79593083.0007,,,
Skycoin,SKY,10.2776,291392.0,79452672.3264,,,
Cube,AUTO,0.0123531,5843280.0,77514961.314,,,
Ignis,IGNIS,0.0968466,977600.0,73714203.6681,,,
High Performa...,HPB,3.29655,8654950.0,73238132.73,,,
Ubiq,UBQ,1.81953,87515.4,73004551.8749,,,
XPA,XPA,0.0725086,422855.0,72508600.0,,,
POA Network,POA,0.355142,16961400.0,72335154.9176,,,
Asch,XAS,0.766509,4980010.0,71557701.4095,,,
BOScoin,BOS,0.161111,194127.0,69941668.3537,,,
Fusion,FSN,2.4938,2012370.0,68949081.16,,,
NavCoin,NAV,1.07553,1509100.0,67336842.6318,,,
DEW,DEW,0.644968,31257.3,66589432.8348,,,
Bibox Token,BIX,0.622182,1478980.0,65900314.1703,,,
Arcblock,ABT,0.706116,19077300.0,65545659.72,,,
Crypterium,CRPT,0.839613,321266.0,65474345.8009,,,
PayPie,PPP,0.792887,48011.5,65413177.5,,,
Pura,PURA,0.376639,34162.9,65236552.5073,,,
ZenCash,ZEN,18.3733,329619.0,64094568.0513,,,
Edgeless,EDG,0.746656,568247.0,61260359.9328,,,
MediBloc,MED,0.0204005,904905.0,60515718.832,,,
SophiaTX,SPHTX,0.315548,460926.0,60513833.0382,,,
Envion,EVN,0.554021,132271.0,59523952.0239,,,
Oyster,PRL,0.832121,464456.0,59302705.9136,,,
ETHLend,LEND,0.0536199,2281670.0,58040808.5211,,,
CyberMiles,CMT,0.0951179,11959600.0,57084991.2537,,,
AdEx,ADX,0.775563,8586730.0,56950134.7597,,,
DigitalNote,XDN,0.00820521,2385820.0,56597816.064,,,
BLOCKv,VEE,0.0369308,712546.0,56557079.8609,,,
Experience Po...,XP,0.000253885,110718.0,56113937.0828,,,
Bluzelle,BLZ,0.340073,7991590.0,56112045.0,,,
Pundi X [OLD],PXS,1.40456,167248.0,55640836.5168,,,
MediShares,MDS,0.11488,5976780.0,55545842.1342,,,
SaluS,SLS,54.283,5211400.0,54842066.1971,,,
XTRABYTES,XBY,0.12748,62582.3,54816400.0,,,
BridgeCoin,BCO,2.02976,27539.6,54803520.0,,,
Scry.info,DDD,0.181643,164686.0,54503246.3853,,,
THEKEY,TKY,0.0149207,449922.0,54232699.6407,,,
IoT Chain,ITC,1.11265,7838830.0,54077982.2819,,,
Loom Network,LOOM,0.133242,1354070.0,52246274.0962,,,
CRYPTO20,C20,1.32155,2941350.0,52239424.3112,,,
OST,OST,0.179925,4935310.0,51911196.855,,,
ION,ION,2.46631,400158.0,50823082.4595,,,
Peercoin,PPC,2.01137,380951.0,49629205.8712,,,
Ripio Credit ...,RCN,0.10083,7231270.0,49309201.3991,,,
Telcoin,TEL,0.00174681,377325.0,49088490.4578,,,
Eidoo,EDO,1.67286,6780250.0,48950328.1128,,,
SONM,SNM,0.13287,1761450.0,47780052.0,,,
Red Pulse,RPX,0.0872646,2051410.0,47415089.5131,,,
Feathercoin,FTC,0.238337,104070.0,46638670.7736,,,
DATA,DTA,0.0109322,10670200.0,46509260.4742,,,
Modum,MOD,2.5422,5138560.0,46436333.64,,,
Jibrel Network,JNT,0.308188,553098.0,46228200.0,,,
Einsteinium,EMC2,0.209261,11949300.0,45342304.7621,,,
SmartMesh,SMT,0.0319365,4976250.0,45149163.1931,,,
VIBE,VIBE,0.224477,2420830.0,44876074.0029,,,
Streamr DATAcoin,DATA,0.0661949,215325.0,44824175.3388,,,
UTRUST,UTK,0.155529,2114310.0,44463450.6224,,,
AirSwap,AST,0.294669,5012420.0,44200350.0,,,
district0x,DNT,0.0729931,30323300.0,43795860.0,,,
OriginTrail,TRAC,0.171874,260385.0,43743240.2047,,,
Quantum Resis...,QRL,0.839127,584857.0,43634604.0,,,
AppCoins,APPC,0.434169,8383680.0,43440480.5194,,,
SpankChain,SPANK,0.143758,121188.0,43133637.0846,,,
Wings,WINGS,0.47275,2127190.0,42409614.4258,,,
BitBay,BAY,0.0419591,236974.0,42381917.0752,,,
Ambrosus,AMB,0.287027,691782.0,41501513.7813,,,
TaaS,TAAS,5.082,294823.0,41397975.9609,,,
MobileGo,MGO,0.421779,176116.0,41346521.7122,,,
Melon,MLN,68.3787,280280.0,40986192.78,,,
SingularDTV,SNGLS,0.0678309,1442640.0,40698540.0,,,
DeepBrain Chain,DBC,0.0449655,3057100.0,40468950.0,,,
WaBi,WABI,0.889775,1950500.0,40260568.3944,,,
Gifto,GTO,0.254285,35250400.0,40141767.4192,,,
Gulden,NLG,0.100163,97681.6,39505469.1234,,,
NAGA,NGC,0.677788,161305.0,39089618.6283,,,
Bread,BRD,0.522841,603778.0,38893305.2839,,,
Bottos,BTO,0.109413,316653.0,38887518.8149,,,
Metaverse ETP,ETP,1.0104,2340790.0,38396091.1159,,,
Leadcoin,LDC,0.0392677,5400090.0,38268548.0836,,,
Counterparty,XCP,14.6014,584396.0,38211196.8282,,,
SpaceChain,SPC,0.0730582,66041.1,37624367.1004,,,
Viacoin,VIA,1.61609,1690950.0,37177015.1468,,,
Trinity Netwo...,TNC,0.111194,616407.0,37064666.6296,,,
INS Ecosystem,INS,1.31396,7182430.0,36801363.7808,,,
BlockMason Cr...,BCPT,0.522153,15278100.0,36619317.9497,,,
Cobinhood,COB,0.0992522,500.135,35601332.5923,,,
Soarcoin,SOAR,0.0326353,7192.79,35277572.1272,,,
Ink,INK,0.075444,910862.0,34999265.793,,,
Rock,RKT,0.130601,120864.0,34546609.2473,,,
indaHash,IDH,0.0861023,74578.1,34435431.7137,,,
Universa,UTNP,0.0197959,7650.63,33869708.0591,,,
LBRY Credits,LBC,0.216686,380501.0,33826878.9794,,,
Centra,CTR,0.496223,6005160.0,33743164.0,,,
Synereo,AMP,0.333664,2865720.0,33609495.5785,,,
Wagerr,WGR,0.181447,57677.2,33204801.0,,,
Tierion,TNT,0.0764485,4962250.0,32756750.3313,,,
Burst,BURST,0.0180374,328088.0,32473449.4332,,,
WePower,WPR,0.0797514,3465860.0,32082383.2385,,,
Unobtanium,UNO,160.811,146222.0,31904383.2247,,,
Etherparty,FUEL,0.065589,1024360.0,31844722.2558,,,
Delphy,DPY,0.840237,636940.0,31473881.1078,,,
ERA,ERA,0.101231,1427.8,31003259.0864,,,
Aeon,AEON,1.9814,26699.9,30987047.6713,,,
Game.com,GTC,0.0560304,8838160.0,30883759.9768,,,
Havven,HAV,0.506559,341686.0,30482556.1084,,,
UpToken,UP,0.221458,13305900.0,30222759.9359,,,
CloakCoin,CLOAK,5.87617,166910.0,30020956.5058,,,
Groestlcoin,GRS,0.429293,815693.0,29918519.0966,,,
KickCoin,KICK,0.06722,3788380.0,29899813.7882,,,
Triggers,TRIG,0.911629,3567190.0,29268375.5201,,,
Blox,CDT,0.0442325,1051950.0,29057348.3301,,,
Presearch,PRE,0.186924,9184.95,28973220.0,,,
HTMLCOIN,HTML,0.000440297,72819.3,28958666.9387,,,
Humaniq,HMQ,0.177041,107870.0,28833418.475,,,
IHT Real Esta...,IHT,0.100177,4570130.0,28582441.8905,,,
Mobius,MOBI,0.0751555,202937.0,28307882.9216,,,
