Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,10656.0,6963300000.0,1.80144603072e+11,,,
Ethereum,ETH,785.828,1843310000.0,77042643079.7,,,
Ripple,XRP,0.909406,693309000.0,35550459980.2,,,
Bitcoin Cash,BCH,1182.63,442424000.0,20110297926.8,,,
Litecoin,LTC,193.04,634880000.0,10718151383.2,,,
Cardano,ADA,0.268905,137355000.0,6971918903.02,,,
NEO,NEO,106.214,224694000.0,6903910000.0,,,
Stellar,XLM,0.339218,45154600.0,6264810618.09,,,
Monero,XMR,360.352,124105000.0,5692867787.93,,,
EOS,EOS,6.96527,361141000.0,4963852225.71,,,
IOTA,MIOTA,1.62013,46468400.0,4503200397.4,,,
Dash,DASH,557.49,112540000.0,4421911642.98,,,
NEM,XEM,0.319815,20943000.0,2878334999.68,,,
TRON,TRX,0.0418567,233644000.0,2752002367.99,,,
Ethereum Classic,ETC,23.6964,373192000.0,2377768149.56,,,
Tether,USDT,0.998487,2408870000.0,2213786279.47,,,
VeChain,VEN,4.41847,167676000.0,2099753215.81,,,
Qtum,QTUM,23.6288,151952000.0,1746910547.87,,,
Lisk,LSK,16.6321,33420700.0,1705897181.15,,,
Nano,NANO,12.7151,54795000.0,1694265322.24,,,
Bitcoin Gold,BTG,98.1656,26628300.0,1655665779.37,,,
OmiseGO,OMG,15.389,42905000.0,1570332829.08,,,
Zcash,ZEC,371.308,68207300.0,1272744034.97,,,
ICON,ICX,3.15976,34792700.0,1219561064.03,,,
Binance Coin,BNB,9.70397,51367800.0,960828885.58,,,
DigixDAO,DGD,445.042,46767700.0,890084000.0,,,
Steem,STEEM,3.08608,5005320.0,774982742.819,,,
Bytecoin,BCN,0.00382774,3430580.0,703417173.921,,,
Stratis,STRAT,7.03842,8139410.0,695166452.006,,,
Populous,PPT,18.5639,2188220.0,686939054.865,,,
Verge,XVG,0.0454471,16820800.0,667145421.647,,,
Waves,WAVES,6.11494,24009700.0,611494000.0,,,
Status,SNT,0.169987,41872500.0,589937127.671,,,
RChain,RHOC,1.63786,911430.0,588662070.893,,,
Siacoin,SC,0.0171054,10955200.0,563496013.149,,,
Maker,MKR,904.662,521680.0,559287170.959,,,
Dogecoin,DOGE,0.0045627,14375700.0,517814878.322,,,
BitShares,BTS,0.191966,24187200.0,501056215.58,,,
Decred,DCR,72.6318,1476610.0,500244183.147,,,
Waltonchain,WTC,19.3061,108853000.0,480686714.286,,,
Aeternity,AE,1.99576,3444160.0,465052937.426,,,
Augur,REP,41.9687,1584390.0,461655700.0,,,
Bytom,BTM,0.398237,14356800.0,393059919.0,,,
Electroneum,ETN,0.0611103,2106910.0,388342227.87,,,
0x,ZRX,0.748029,7425830.0,386577188.396,,,
Komodo,KMD,3.6929,1559090.0,383518974.82,,,
Ardor,ARDR,0.382272,3721080.0,381889534.953,,,
Veritaseum,VERI,185.723,870776.0,378251901.053,,,
Ark,ARK,3.71987,3298290.0,375997600.16,,,
Dragonchain,DRGN,1.40453,2010640.0,334870767.388,,,
Golem,GNT,0.399709,6339000.0,333462029.758,,,
Cryptonex,CNX,7.31846,206415.0,330441063.809,,,
Syscoin,SYS,0.620952,1695340.0,329989445.385,,,
Basic Attenti...,BAT,0.329704,4076090.0,329704000.0,,,
Hshare,HSR,7.54832,26603100.0,322376265.427,,,
Ethos,ETHOS,4.1045,3428510.0,311153809.329,,,
PIVX,PIVX,5.53312,2602670.0,308266639.684,,,
DigiByte,DGB,0.0308458,3338210.0,306569092.77,,,
Gas,GAS,31.1671,4780470.0,306557965.675,,,
KuCoin Shares,KCS,3.32509,1145820.0,302726421.577,,,
Zilliqa,ZIL,0.0453062,14371700.0,299262264.571,,,
Aion,AION,2.89251,3412700.0,278127282.773,,,
MonaCoin,MONA,4.73352,3995550.0,274064653.92,,,
Byteball Bytes,GBYTE,404.208,796666.0,260803915.574,,,
Factom,FCT,29.5962,1576170.0,258821787.812,,,
QASH,QASH,0.736908,4264840.0,257917800.0,,,
aelf,ELF,1.02174,11567700.0,255435000.0,,,
Particl,PART,28.3651,561104.0,252233851.893,,,
Loopring,LRC,0.435133,2929620.0,247269393.268,,,
Nebulas,NAS,6.84881,7066490.0,243132755.0,,,
FunFair,FUN,0.0490667,2632110.0,225955818.226,,,
ReddCoin,RDD,0.00763504,6049210.0,219691799.78,,,
Kyber Network,KNC,1.59591,6497550.0,214063712.358,,,
Revain,R,1.1573,5652610.0,213463985.0,,,
Nexus,NXS,3.69814,64153400.0,207116079.001,,,
GXShares,GXS,3.40343,5657480.0,204205800.0,,,
SALT,SALT,3.74838,3736440.0,203258137.954,,,
ZCoin,XZC,47.6202,4722400.0,202707404.98,,,
Dent,DENT,0.0190194,3057020.0,201886384.625,,,
Iconomi,ICN,2.01079,26370200.0,200547521.827,,,
Nxt,NXT,0.196782,18320500.0,196585206.49,,,
Kin,KIN,0.000258181,311183.0,195210024.39,,,
IOStoken,IOST,0.0283787,34185600.0,192808007.235,,,
Blocknet,BLOCK,38.0238,1591410.0,191793533.314,,,
ChainLink,LINK,0.540997,4446000.0,189348950.0,,,
Dentacoin,DCN,0.000571403,170723.0,185835462.402,,,
Neblio,NEBL,14.0051,6184210.0,180408794.967,,,
Polymath,POLY,0.749324,1243340.0,179837572.669,,,
