Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,8499.17,4595590000.0,1.43977002196e+11,,,
Ethereum,ETH,522.189,1195250000.0,51394666177.0,,,
Ripple,XRP,0.633649,234043000.0,24772018033.8,,,
Bitcoin Cash,BCH,968.526,244399000.0,16502084972.1,,,
Litecoin,LTC,160.67,236289000.0,8964523300.43,,,
EOS,EOS,6.50898,254724000.0,4897329716.87,,,
Cardano,ADA,0.181465,60157000.0,4704855855.18,,,
Stellar,XLM,0.244963,36967100.0,4543804460.44,,,
NEO,NEO,63.9939,86071900.0,4159603500.0,,,
IOTA,MIOTA,1.31977,24826900.0,3668340681.59,,,
Monero,XMR,207.442,24207600.0,3291068230.28,,,
Dash,DASH,412.973,102660000.0,3290593595.7,,,
TRON,TRX,0.044684,316115000.0,2937892232.57,,,
NEM,XEM,0.285701,74157500.0,2571308999.71,,,
Tether,USDT,1.00354,1453310000.0,2295237292.0,,,
Ethereum Classic,ETC,17.9328,108550000.0,1806887767.3,,,
VeChain,VEN,3.43198,63493500.0,1782014996.43,,,
Qtum,QTUM,17.9775,193702000.0,1590579159.66,,,
ICON,ICX,3.42476,92878800.0,1325527701.26,,,
Binance Coin,BNB,12.5829,153212000.0,1245883260.6,,,
Lisk,LSK,11.8004,17742600.0,1217948010.56,,,
OmiseGO,OMG,10.8261,20288900.0,1104722869.64,,,
Bitcoin Gold,BTG,60.8728,19981900.0,1028947309.8,,,
Nano,NANO,7.60085,22200300.0,1012800259.1,,,
Zcash,ZEC,240.991,42343200.0,858299989.856,,,
DigixDAO,DGD,333.77,18359300.0,667540000.0,,,
Verge,XVG,0.0423542,26280700.0,624971431.62,,,
Populous,PPT,15.7089,2129220.0,581292558.081,,,
Stratis,STRAT,5.31734,9638830.0,525308096.733,,,
Siacoin,SC,0.0153987,18980000.0,513734303.875,,,
Steem,STEEM,1.97567,2190400.0,503135447.797,,,
Bytecoin,BCN,0.00264531,3746240.0,486216271.919,,,
Waves,WAVES,4.76412,21035200.0,476412000.0,,,
RChain,RHOC,1.19299,431593.0,428854283.058,,,
BitShares,BTS,0.162875,5157330.0,425413212.5,,,
Bitcoin Diamond,BCD,2.76428,3260610.0,422235131.625,,,
Maker,MKR,682.399,85883.2,421878012.092,,,
Ontology,ONT,1.66852,38220700.0,402507843.223,,,
Bytom,BTM,0.406798,15637900.0,401509626.0,,,
Dogecoin,DOGE,0.00351345,4754160.0,399666723.394,,,
Veritaseum,VERI,194.72,566812.0,396575600.077,,,
Aeternity,AE,1.68216,1676430.0,391977717.371,,,
Augur,REP,34.1024,1220540.0,375126400.0,,,
Waltonchain,WTC,14.5772,8470580.0,362945720.342,,,
Decred,DCR,50.95,433136.0,356923193.748,,,
Zilliqa,ZIL,0.0520277,15212400.0,343659969.77,,,
Status,SNT,0.0981907,17768100.0,340769232.482,,,
Komodo,KMD,3.14062,1441440.0,326720482.958,,,
Aion,AION,2.82468,12285600.0,325741733.09,,,
0x,ZRX,0.603407,4737330.0,313547207.389,,,
Ark,ARK,3.03173,2032950.0,307657522.889,,,
Ardor,ARDR,0.28473,2269330.0,284445126.211,,,
Hshare,HSR,6.62045,19164500.0,283248251.608,,,
KuCoin Shares,KCS,2.99345,389099.0,272532895.852,,,
Loopring,LRC,0.463513,3806010.0,265163756.036,,,
Cryptonex,CNX,5.83193,170359.0,263497181.184,,,
Ethos,ETHOS,3.28994,13400500.0,250308775.909,,,
DigiByte,DGB,0.0242023,3192200.0,242639454.9,,,
QASH,QASH,0.681899,4450600.0,238664650.0,,,
IOStoken,IOST,0.0277602,81842600.0,233185680.0,,,
PIVX,PIVX,4.12855,2009010.0,230568606.558,,,
Nebulas,NAS,6.43815,8101020.0,228554325.0,,,
Factom,FCT,25.8184,3075910.0,225784541.477,,,
Gas,GAS,22.1696,5191690.0,220956575.175,,,
MonaCoin,MONA,3.65497,1189920.0,213181059.07,,,
Storm,STORM,0.0516631,331131000.0,211242823.341,,,
Golem,GNT,0.25265,7125180.0,210776294.3,,,
Basic Attenti...,BAT,0.209265,3876090.0,209265000.0,,,
Dragonchain,DRGN,0.846633,723019.0,201855882.328,,,
Syscoin,SYS,0.371197,1062360.0,197421319.13,,,
FunFair,FUN,0.0410682,1839950.0,189122128.329,,,
Revain,R,1.00136,4775420.0,184700852.0,,,
Kyber Network,KNC,1.3678,7287370.0,183466702.861,,,
Electroneum,ETN,0.0278422,1395310.0,181820884.039,,,
aelf,ELF,0.687767,13102400.0,171941750.0,,,
GXChain,GXS,2.80005,1318680.0,168003000.0,,,
SALT,SALT,3.00919,6929800.0,167978014.315,,,
ZCoin,XZC,38.1632,1271790.0,167565051.45,,,
Request Network,REQ,0.240904,4581040.0,159710078.049,,,
Substratum,SUB,0.443187,5346430.0,156397729.023,,,
Neblio,NEBL,12.0187,18661800.0,155515588.771,,,
ReddCoin,RDD,0.00515723,4602780.0,148537002.702,,,
Nxt,NXT,0.147659,3592760.0,147511332.363,,,
Kin,KIN,0.000192518,321015.0,145562390.244,,,
Enigma,ENG,1.93213,8063020.0,144593211.248,,,
Nucleus Vision,NCASH,0.0362112,16564100.0,144263155.283,,,
