Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,9411.47,7592550000.0,1.59126546606e+11,,,
Ethereum,ETH,710.18,1927760000.0,69643324502.7,,,
Ripple,XRP,0.837683,580604000.0,32746667569.4,,,
Bitcoin Cash,BCH,1029.92,459599000.0,17515759322.0,,,
Litecoin,LTC,178.06,656275000.0,9889497902.26,,,
NEO,NEO,92.746,186249000.0,6028490000.0,,,
Cardano,ADA,0.228984,171507000.0,5936884320.07,,,
Stellar,XLM,0.312553,52661400.0,5772353710.07,,,
Monero,XMR,293.597,123642000.0,4639551588.23,,,
EOS,EOS,6.18658,316523000.0,4430467918.59,,,
IOTA,MIOTA,1.4078,41616300.0,3913022732.41,,,
Dash,DASH,492.715,104795000.0,3909265481.76,,,
NEM,XEM,0.330027,63544600.0,2970242999.67,,,
TRON,TRX,0.0365346,247544000.0,2402083912.82,,,
Ethereum Classic,ETC,23.2966,626791000.0,2338276037.84,,,
Tether,USDT,0.999519,2809700000.0,2216074368.79,,,
VeChain,VEN,3.67215,91727200.0,1757063882.64,,,
Lisk,LSK,15.0406,35854400.0,1543275806.12,,,
Qtum,QTUM,20.2607,153381000.0,1497959051.15,,,
Bitcoin Gold,BTG,87.8589,24345600.0,1482054320.1,,,
Nano,NANO,10.7334,41799700.0,1430207187.49,,,
OmiseGO,OMG,13.907,43780900.0,1419105767.37,,,
Zcash,ZEC,321.391,58210800.0,1104369780.28,,,
ICON,ICX,2.65486,20130000.0,1023890191.13,,,
Binance Coin,BNB,8.1905,53124100.0,810974167.0,,,
DigixDAO,DGD,350.67,21533700.0,701340000.0,,,
Steem,STEEM,2.74401,4737320.0,689860623.018,,,
Bytecoin,BCN,0.00350214,3957010.0,643589626.059,,,
Waves,WAVES,6.08072,32248800.0,608072000.0,,,
Verge,XVG,0.0400135,10486500.0,587574482.754,,,
Stratis,STRAT,5.91534,9452840.0,584251809.528,,,
Populous,PPT,15.6174,2344140.0,577906689.62,,,
Status,SNT,0.154004,34030700.0,534468385.287,,,
Maker,MKR,847.424,990068.0,523901049.854,,,
RChain,RHOC,1.43459,778176.0,515604948.092,,,
Siacoin,SC,0.0145769,6180230.0,480646355.846,,,
Dogecoin,DOGE,0.00400837,17446100.0,454960179.82,,,
BitShares,BTS,0.163674,12289000.0,427228421.76,,,
Augur,REP,38.0323,3241380.0,418355300.0,,,
Aeternity,AE,1.79209,3913760.0,417593657.871,,,
Decred,DCR,59.6778,1142980.0,411461919.805,,,
Waltonchain,WTC,16.4471,14940200.0,409502823.384,,,
Komodo,KMD,3.37891,2541910.0,350910446.844,,,
Bytom,BTM,0.350954,14304800.0,346391598.0,,,
Veritaseum,VERI,167.393,709740.0,340920190.138,,,
Ark,ARK,3.32397,1392400.0,336064867.936,,,
0x,ZRX,0.646487,7138060.0,334396366.13,,,
Electroneum,ETN,0.0522946,1166370.0,332904032.806,,,
Ardor,ARDR,0.323515,3801000.0,323191321.625,,,
Syscoin,SYS,0.563863,2274410.0,299665970.588,,,
KuCoin Shares,KCS,3.09851,819233.0,282097881.417,,,
Cryptonex,CNX,6.24698,218646.0,282072750.717,,,
Ethos,ETHOS,3.59459,1767680.0,272740099.79,,,
Basic Attenti...,BAT,0.271534,3436200.0,271534000.0,,,
Dragonchain,DRGN,1.11153,2558950.0,265013138.968,,,
PIVX,PIVX,4.73685,2445120.0,263939813.622,,,
DigiByte,DGB,0.0264021,2946170.0,262548358.993,,,
Hshare,HSR,6.03343,43022800.0,257706623.18,,,
Golem,GNT,0.306568,7577640.0,255758032.816,,,
Zilliqa,ZIL,0.0381483,16445000.0,251981994.683,,,
Gas,GAS,25.3501,4065130.0,249421467.038,,,
MonaCoin,MONA,4.26768,4752180.0,247208670.998,,,
