Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,9214.45,6011580000.0,1.55886720255e+11,,,
Ethereum,ETH,692.438,1427220000.0,67977058899.0,,,
Ripple,XRP,0.791469,280151000.0,30939881779.2,,,
Bitcoin Cash,BCH,1074.74,462429000.0,18288031090.8,,,
Litecoin,LTC,176.101,469970000.0,9794091525.9,,,
Cardano,ADA,0.222991,99546500.0,5781503386.34,,,
NEO,NEO,83.5872,118394000.0,5433168000.0,,,
Stellar,XLM,0.287876,24266500.0,5325326991.5,,,
EOS,EOS,5.87694,199246000.0,4270098876.88,,,
NEM,XEM,0.467239,142920000.0,4205150999.53,,,
Monero,XMR,248.533,69380200.0,3932096907.13,,,
Dash,DASH,488.224,83527200.0,3878640445.28,,,
IOTA,MIOTA,1.31097,22715800.0,3643880815.1,,,
TRON,TRX,0.0359189,201494000.0,2361602750.71,,,
Tether,USDT,1.0023,1893430000.0,2222240237.39,,,
VeChain,VEN,4.29317,112220000.0,2096302131.11,,,
Ethereum Classic,ETC,19.9753,176935000.0,2007233201.73,,,
Nano,NANO,10.9043,44798100.0,1452979320.12,,,
Lisk,LSK,14.0627,17074200.0,1445466202.94,,,
OmiseGO,OMG,13.8021,24639200.0,1408401503.69,,,
Qtum,QTUM,18.238,102197000.0,1348640498.22,,,
Bitcoin Gold,BTG,79.1107,17212400.0,1335297527.07,,,
ICON,ICX,2.86694,37465500.0,1107047419.09,,,
Binance Coin,BNB,9.93449,215802000.0,983653592.86,,,
Zcash,ZEC,285.643,46521000.0,796185230.781,,,
Populous,PPT,19.0975,9005430.0,706684403.616,,,
DigixDAO,DGD,327.346,9448140.0,654692000.0,,,
Steem,STEEM,2.50129,8614180.0,632272291.435,,,
Bytecoin,BCN,0.00305398,4395580.0,561261726.152,,,
Waves,WAVES,5.57506,22623200.0,557506000.0,,,
Stratis,STRAT,5.44443,4418730.0,537777140.479,,,
Verge,XVG,0.0362414,6460300.0,532953561.24,,,
Maker,MKR,808.558,714251.0,499873009.341,,,
RChain,RHOC,1.3539,609406.0,486667325.666,,,
Status,SNT,0.136471,14341200.0,473620393.032,,,
Siacoin,SC,0.0139024,4470860.0,459204947.056,,,
Dogecoin,DOGE,0.00394775,6004900.0,448354178.981,,,
BitShares,BTS,0.164155,5290890.0,428567666.25,,,
Augur,REP,38.2731,3282750.0,421004100.0,,,
Decred,DCR,59.7353,505380.0,413938643.529,,,
Aeternity,AE,1.73011,2202690.0,403151049.009,,,
Waltonchain,WTC,15.5862,7796920.0,388067981.944,,,
Bytom,BTM,0.369197,11548200.0,364397439.0,,,
Komodo,KMD,3.4681,1444530.0,360768572.117,,,
Ark,ARK,3.47399,2617270.0,351620856.671,,,
Electroneum,ETN,0.0515173,2411590.0,330514265.782,,,
Ardor,ARDR,0.329536,4093880.0,329206297.584,,,
Veritaseum,VERI,152.556,390562.0,310702481.745,,,
0x,ZRX,0.59484,5430160.0,307529986.814,,,
Zilliqa,ZIL,0.046103,11377400.0,304525389.097,,,
KuCoin Shares,KCS,3.2906,669088.0,299586345.886,,,
Cryptonex,CNX,6.33137,183883.0,285944822.019,,,
Hshare,HSR,6.21037,17719700.0,265394891.588,,,
DigiByte,DGB,0.0264539,2002350.0,263702361.693,,,
Golem,GNT,0.306231,5810410.0,255476886.522,,,
Syscoin,SYS,0.478522,1177510.0,254368045.479,,,
PIVX,PIVX,4.52788,1029790.0,252447231.187,,,
Dragonchain,DRGN,1.05121,1165620.0,250631527.547,,,
Basic Attenti...,BAT,0.248275,4205860.0,248275000.0,,,
MonaCoin,MONA,4.23544,1931630.0,245845690.805,,,
Ethos,ETHOS,3.19423,1072900.0,242682142.796,,,
Factom,FCT,26.8972,1500190.0,235218757.514,,,
Gas,GAS,23.749,2623550.0,235190824.72,,,
Aion,AION,2.37383,1839300.0,228253968.929,,,
QASH,QASH,0.651941,3368470.0,228179350.0,,,
Revain,R,1.21931,5512140.0,224901729.5,,,
Nebulas,NAS,6.08204,8063430.0,215912420.0,,,
FunFair,FUN,0.0446851,1076130.0,205778222.97,,,
ChainLink,LINK,0.561862,4207640.0,196651700.0,,,
ReddCoin,RDD,0.00679024,5480000.0,195383396.359,,,
Loopring,LRC,0.338552,2769420.0,193676811.51,,,
aelf,ELF,0.716064,22333300.0,179016000.0,,,
ZCoin,XZC,41.1361,940755.0,176859334.834,,,
GXChain,GXS,2.94282,6257970.0,176569200.0,,,
IOStoken,IOST,0.0205842,25377700.0,172907280.0,,,
SALT,SALT,3.09094,3414300.0,172336714.189,,,
Kyber Network,KNC,1.27722,6614660.0,171316963.173,,,
Power Ledger,POWR,0.464557,6666460.0,169067598.022,,,
Byteball Bytes,GBYTE,261.642,1051530.0,168817188.375,,,
Dentacoin,DCN,0.000513363,72319.8,166959309.778,,,
SmartCash,SMART,0.208876,128270.0,164951465.996,,,
Polymath,POLY,0.675931,413955.0,162223271.017,,,
Kin,KIN,0.000211239,282939.0,159717292.683,,,
Particl,PART,17.4799,521257.0,155555914.036,,,
Nxt,NXT,0.155349,2382030.0,155193641.913,,,
Bancor,BNT,3.76488,4923660.0,151503861.634,,,
Dent,DENT,0.0142571,750757.0,151335708.5,,,
Emercoin,EMC,3.59294,585878.0,149027560.392,,,
MaidSafeCoin,MAID,0.328123,1551860.0,148492855.083,,,
Neblio,NEBL,11.4428,2214150.0,147633708.652,,,
TenX,PAY,1.38225,3750380.0,144668095.748,,,
SIRIN LABS Token,SRN,0.608771,13717400.0,139565639.572,,,
Enigma,ENG,1.86097,5740290.0,139267869.313,,,
Nexus,NXS,2.44478,2504840.0,137213077.58,,,
Request Network,REQ,0.206466,1603060.0,136826462.55,,,
Iconomi,ICN,1.37139,864001.0,136776523.634,,,
SingularityNET,AGI,0.258098,449272.0,134652317.797,,,
Storj,STORJ,0.998165,6625330.0,133180656.811,,,
Substratum,SUB,0.565793,21912900.0,127920959.136,,,
Bitcore,BTX,10.3673,1766570.0,127783846.373,,,
Pillar,PLR,0.546478,93924.4,124260790.734,,,
Blocknet,BLOCK,23.9552,136691.0,121048632.025,,,
Cindicator,CND,0.0835048,1638160.0,120745985.98,,,
Monaco,MCO,8.78668,31836200.0,116032873.669,,,
Gnosis,GNO,101.308,275038.0,111903803.72,,,
Genesis Vision,GVT,29.9248,13298900.0,111523173.075,,,
Civic,CVC,0.321451,8349780.0,110161246.771,,,
Vertcoin,VTC,2.54094,1069500.0,110074981.84,,,
BitcoinDark,BTCD,83.5497,115200.0,107684048.821,,,
Storm,STORM,0.025601,19892700.0,104572580.918,,,
Quantstamp,QSP,0.169021,3515180.0,104339058.466,,,
Achain,ACT,0.222143,5221510.0,102536926.527,,,
Enjin Coin,ENJ,0.133868,2589630.0,101229982.284,,,
GameCredits,GAME,1.56045,932721.0,100423309.028,,,
XPA,XPA,0.0994978,34044.6,99497800.0,,,
Decentraland,MANA,0.093329,10318300.0,98008656.9332,,,
MinexCoin,MNX,28.1602,123286.0,97672408.4392,,,
Santiment Net...,SAN,1.52811,2619300.0,95751939.4631,,,
Theta Token,THETA,0.162815,7296230.0,95748852.8256,,,
Raiden Networ...,RDN,1.8815,8111730.0,94392853.084,,,
iExec RLC,RLC,1.16748,1302750.0,93481049.6904,,,
Ignis,IGNIS,0.122651,1694860.0,93355066.6115,,,
Aragon,ANT,3.49165,296620.0,93246883.0612,,,
Metal,MTL,4.10639,15009400.0,91336232.4012,,,
PayPie,PPP,1.10525,171072.0,91183125.0,,,
SaluS,SLS,88.597,8149040.0,89503943.4984,,,
Skycoin,SKY,11.4945,412216.0,88852530.978,,,
Dynamic Tradi...,DTR,0.0730346,48535.6,86854860.8908,,,
NavCoin,NAV,1.30873,504279.0,81877705.8869,,,
Ubiq,UBQ,1.99694,152253.0,79812333.7184,,,
WAX,WAX,0.160253,5293990.0,78997443.4741,,,
ZenCash,ZEN,23.0747,676276.0,78666555.6737,,,
