Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Bitcoin,BTC,8937.49,6051960000.0,1.51332592614e+11,,,
Ethereum,ETH,560.773,1784860000.0,55142931597.7,,,
Ripple,XRP,0.691842,530297000.0,27046936762.3,,,
Bitcoin Cash,BCH,1032.54,390347000.0,17584749910.5,,,
Litecoin,LTC,169.089,463087000.0,9423574908.61,,,
Cardano,ADA,0.212466,257873000.0,5508620968.93,,,
EOS,EOS,6.96341,758759000.0,5171237742.33,,,
NEO,NEO,72.9087,178774000.0,4739065500.0,,,
Stellar,XLM,0.254598,93956800.0,4722522675.71,,,
IOTA,MIOTA,1.36549,57746200.0,3795420806.13,,,
Monero,XMR,218.664,57335500.0,3465814968.38,,,
Dash,DASH,434.53,115709000.0,3458898007.95,,,
NEM,XEM,0.290431,104873000.0,2613878999.71,,,
TRON,TRX,0.0369707,233891000.0,2430756699.55,,,
Tether,USDT,1.00076,2358290000.0,2218825840.54,,,
Ethereum Classic,ETC,19.7956,296018000.0,1992734585.46,,,
VeChain,VEN,3.69781,73817500.0,1905483397.64,,,
Qtum,QTUM,19.6318,299183000.0,1736742892.44,,,
Lisk,LSK,13.4367,23859000.0,1384832603.55,,,
ICON,ICX,3.46657,236197000.0,1339976682.76,,,
OmiseGO,OMG,11.8546,33789000.0,1209673634.13,,,
Nano,NANO,8.62892,53383400.0,1149788827.8,,,
Bitcoin Gold,BTG,65.7488,32279800.0,1110807802.31,,,
Binance Coin,BNB,9.92612,131517000.0,982824845.68,,,
Zcash,ZEC,259.601,69636400.0,916587853.256,,,
DigixDAO,DGD,373.547,32767800.0,747094000.0,,,
Populous,PPT,15.442,1882330.0,571416183.303,,,
Steem,STEEM,2.19684,3123890.0,558387962.546,,,
Stratis,STRAT,5.36542,14518800.0,530028155.877,,,
Bytecoin,BCN,0.00274724,2724680.0,504929435.267,,,
Waves,WAVES,4.99989,21151600.0,499989000.0,,,
Verge,XVG,0.0338473,10443400.0,498850284.328,,,
Siacoin,SC,0.0132532,6816310.0,440948285.673,,,
Maker,MKR,710.485,150998.0,439241557.244,,,
RChain,RHOC,1.20891,546047.0,434577181.143,,,
BitShares,BTS,0.159733,9568670.0,417141132.17,,,
Dogecoin,DOGE,0.00365287,6723260.0,415272589.612,,,
Aeternity,AE,1.74011,2735210.0,405481253.73,,,
Status,SNT,0.114707,46308800.0,398088783.87,,,
Augur,REP,36.1253,1835090.0,397378300.0,,,
Decred,DCR,51.7929,452624.0,361458662.224,,,
Aion,AION,3.12393,15111400.0,360251204.473,,,
Bytom,BTM,0.354248,14061600.0,349642776.0,,,
Waltonchain,WTC,13.9252,4935520.0,346712108.286,,,
Ontology,ONT,1.4137,28973900.0,341035970.779,,,
Komodo,KMD,3.09595,1861090.0,322073304.049,,,
Zilliqa,ZIL,0.0474291,15381400.0,313284713.186,,,
0x,ZRX,0.58427,7939580.0,303403710.749,,,
Ardor,ARDR,0.300405,3047370.0,300104443.295,,,
Hshare,HSR,6.77278,23445200.0,289647858.559,,,
Ark,ARK,2.76321,1894610.0,280153832.012,,,
Cryptonex,CNX,5.97454,190843.0,269901350.824,,,
KuCoin Shares,KCS,2.88014,579940.0,262216804.911,,,
QASH,QASH,0.705783,6611250.0,247024050.0,,,
DigiByte,DGB,0.024241,2180110.0,242543696.41,,,
Gas,GAS,23.5166,6816210.0,233946972.253,,,
Factom,FCT,26.5683,2937080.0,232342493.467,,,
Loopring,LRC,0.405941,24621100.0,232228309.215,,,
MonaCoin,MONA,3.93033,1307230.0,228853879.206,,,
PIVX,PIVX,4.05587,2358320.0,226404890.984,,,
Syscoin,SYS,0.425107,1387930.0,226051685.942,,,
Ethos,ETHOS,2.88631,7089190.0,219287870.809,,,
Veritaseum,VERI,107.515,359428.0,218969934.482,,,
Dragonchain,DRGN,0.918327,1527630.0,218949304.894,,,
Nebulas,NAS,5.9823,9386510.0,212371650.0,,,
Golem,GNT,0.250993,6599560.0,209393922.166,,,
Basic Attenti...,BAT,0.208124,5119510.0,208124000.0,,,
Electroneum,ETN,0.0318522,1666120.0,206721696.916,,,
Revain,R,1.09288,4385740.0,201581716.0,,,
FunFair,FUN,0.0407099,2377400.0,187472130.068,,,
GXChain,GXS,3.019,4370400.0,181140000.0,,,
Kyber Network,KNC,1.32803,8154770.0,178132245.504,,,
ZCoin,XZC,40.7224,2056940.0,177488267.286,,,
IOStoken,IOST,0.0209506,32958700.0,175985040.0,,,
SALT,SALT,2.85547,9338110.0,159295214.905,,,
ReddCoin,RDD,0.00552583,4342250.0,159122367.276,,,
Request Network,REQ,0.239974,8215630.0,159032448.558,,,
aelf,ELF,0.633089,17914600.0,158272250.0,,,
ChainLink,LINK,0.444523,12860800.0,155583050.0,,,
Emercoin,EMC,3.51176,643530.0,145747075.46,,,
Power Ledger,POWR,0.39407,8828230.0,143415056.393,,,
Byteball Bytes,GBYTE,221.78,342891.0,143097346.901,,,
Nxt,NXT,0.142847,2150340.0,142704144.645,,,
MaidSafeCoin,MAID,0.31315,1963160.0,141716787.818,,,
Nucleus Vision,NCASH,0.0349128,24581000.0,138741282.916,,,
Kin,KIN,0.000182904,456744.0,138293268.293,,,
Polymath,POLY,0.572349,720629.0,137363616.913,,,
Dentacoin,DCN,0.00040365,89078.1,131277722.375,,,
Particl,PART,14.5839,237392.0,129912411.207,,,
Neblio,NEBL,9.97721,13967100.0,128966466.816,,,
Enigma,ENG,1.71763,14680100.0,128540852.549,,,
